,BCL6,CBFB,CEBPB,CEBPD,EGR2,ELK1,ETS1,FLI1,FOS,FOSB,HOXA10,HOXA13,IRF8,JUN,KLF10,KLF13,LMO2,MAFB,MYB,MYEF2,NFATC1,NFATC2,NFE2L1,NFYA,NFYC,PPARD,PPARG,PRDM1,RREB1,RUNX1,RXRB,SMAD3,SMAD4,SNAI1,SNAI3,SP3,SPI1,SPIB,STAT1,TCF3,TCFL5,TFPT,TRIM28,UHRF1,VDR
24-55,22.2181665,8.4885499,14.9685626,13.6453021,18.7563792,10.1824984,9.1511121,12.9833701,12.0213152,4.0625393,16.9055569,4.0625393,12.5398874,16.2147122,11.444106,17.6480905,16.6545249,15.8675131,12.7279231,14.074043,10.3364932,4.0625393,12.266615,22.2532643,17.9251102,15.0255256,13.2360721,17.0461154,22.7800476,18.4551888,16.1977442,13.9909544,11.0922165,12.1355226,4.0625393,14.9207389,16.6610455,4.0625393,12.7385303,13.2646945,9.3239479,10.527713,15.9960974,11.9010466,11.1002718
24-56,19.3322154,8.6278097,9.4254927,9.2736247,17.1272217,4.0243658,8.6564449,14.556483,10.702891,4.0243658,9.5292313,4.0243658,4.0243658,12.3065221,13.5357631,15.7307151,23.4357823,19.977245,8.7079265,7.3841882,4.0243658,21.3126005,4.0243658,23.5492955,15.312012,18.0443144,18.83324,13.4919234,17.431165,17.6404753,4.0243658,12.6183097,11.6466277,4.0243658,4.0243658,14.0166742,18.8891881,4.0243658,14.0797814,11.8245434,7.0899384,8.4252949,12.0244412,12.2308457,6.2898835
24-57,24.9302634,3.9209705,9.8199418,9.0722188,16.9898238,3.9209705,6.9800161,11.7757829,13.3491428,3.9209705,9.215991,3.9209705,10.0668769,15.3229995,14.8002667,13.9426808,19.889523,20.8352941,7.4229451,3.9209705,3.9209705,12.4641987,10.0349179,15.1390313,17.1694566,16.7034093,20.3306425,13.0349066,19.7275989,17.8929787,10.5712525,10.8666604,10.5038103,7.9664224,19.3291708,11.4855404,19.382219,3.9209705,9.7946663,11.8312739,8.8807708,6.9453799,13.3309663,3.9209705,3.9209705
24-58,14.7867647,10.3123234,17.4523802,13.3453996,3.8315808,9.9721637,8.267223,13.9422796,10.8289928,3.8315808,14.3198466,9.5523778,15.2087638,14.7380774,3.8315808,16.4752306,20.4131511,13.3430734,14.1873969,10.9409243,3.8315808,3.8315808,3.8315808,20.1646151,16.5646284,15.4892093,9.9472884,16.2984701,21.2217884,17.5729311,13.8210244,13.2918851,12.6806993,9.4500188,3.8315808,16.5739609,16.5125519,3.8315808,12.5726684,13.8789099,3.8315808,9.4180769,13.8290235,9.8878828,10.7042411
24-59,33.0905371,10.2991576,13.4319852,12.5612815,20.7715823,4.0070054,10.7956824,12.9840737,10.9471776,4.0070054,13.9480548,4.0070054,13.7618719,17.7735983,18.3846552,21.5867598,18.4005575,22.4138123,9.0163483,4.0070054,9.0888387,11.6731065,10.8966326,17.1837614,18.1610278,19.3241009,15.9378423,14.4303882,14.647008,17.188555,11.5255185,12.3111411,12.3339667,4.0070054,11.746008,13.6081801,17.3446893,4.0070054,16.9665445,4.0070054,4.0070054,8.8911034,10.332856,12.2002031,9.5067632
24-60,20.467041,9.0961226,10.7412475,11.6991745,16.3579534,3.9594542,9.0655759,13.0944555,20.0438433,3.9594542,8.6355256,3.9594542,13.2262206,13.777117,13.996313,16.683352,19.6362239,20.6521545,8.3211486,3.9594542,3.9594542,13.0848414,3.9594542,18.9700237,14.29401,18.8185614,18.5324684,10.8031879,19.1097938,20.3209338,14.8137557,11.4924871,9.4166571,13.0646819,3.9594542,12.407319,29.2989403,6.2524432,13.2395855,12.2147725,8.3058164,11.1589701,11.9625424,3.9594542,7.0143958
24-61,30.9010407,8.3932754,6.8496551,10.44617,27.7717242,3.8572082,7.6891179,11.0289808,14.3468321,3.8572082,9.130687,3.8572082,10.2809911,11.9439979,19.5292291,12.4110436,21.7788062,22.0726855,6.8552749,8.8416852,3.8572082,11.0132922,11.8467991,14.1290435,21.7206153,15.3396933,30.6281767,13.6096787,15.5503859,19.1130734,10.0524176,11.3413634,10.531299,10.6382181,15.9508488,11.106578,25.7383474,8.7103768,11.7498692,7.316022,8.7123884,8.0539697,12.4566841,12.6043768,10.3648314
24-62,10.2441357,10.3453622,12.3608225,14.0334666,12.5968616,9.8569318,8.0439947,13.2832124,9.3701122,7.0204677,11.5281184,10.5244155,10.5613863,12.4622865,14.1859863,13.5659124,15.9419223,10.7422625,12.7983491,3.5964201,9.0163718,10.2643096,10.6365111,15.5754171,11.8995304,13.6143991,12.7669748,10.5654458,17.5294637,19.115566,12.9207066,12.0939132,11.4060377,3.5964201,9.9163607,14.2908266,16.8612659,9.8111806,12.2231659,11.7755962,9.1278829,9.1824269,17.0027822,18.006666,9.4186765
24-63,18.5389205,10.5723515,11.6317621,9.5767283,13.7894714,8.2163907,4.0891061,13.1855697,13.3370632,4.0891061,4.0891061,4.0891061,13.4773684,8.3586279,15.5160372,15.4154513,19.7905641,15.2235705,7.2523468,11.0084486,4.0891061,13.1174139,12.4897717,15.8010209,18.4253567,14.3986597,18.0164112,13.4837985,17.1596743,17.7092834,13.1198206,16.5230452,10.1495255,11.3644216,9.8332705,11.2835462,15.0969317,4.0891061,15.5814623,8.209293,7.1378573,8.9582967,10.5096037,13.4225331,9.395632
24-64,10.8060057,12.1260174,16.7109557,12.7614729,12.1085354,4.0623432,9.2376781,13.4910517,4.0623432,10.2659428,16.5218265,15.2210472,4.0623432,22.4437939,14.3314234,20.4039664,18.7969764,15.3753841,18.3551379,14.6992639,13.7422361,14.2917665,12.542698,21.3548139,18.1398594,14.17998,4.0623432,19.3721733,21.3823099,18.0573876,17.4095503,15.8115266,13.586285,10.4542315,14.0593164,12.826782,13.1093691,4.0623432,13.838692,12.3562141,8.9567076,10.0665608,14.3345538,4.0623432,4.0623432
24-65,13.6299562,8.3903772,13.5544675,10.7440025,12.2798151,4.0544116,6.6172791,13.0151353,10.4679151,4.0544116,7.7604795,4.0544116,10.5047875,16.9511102,14.4454999,16.0740509,19.9732974,15.344057,9.8460619,14.0379278,10.4846498,11.7362625,12.1163715,15.6841578,17.4941354,14.6191834,14.59063,17.3938793,22.0578815,19.3291006,10.8736877,13.8445188,12.9579305,4.0544116,8.8077272,11.4206825,16.0933223,4.0544116,13.6667637,4.0544116,7.2962628,7.1268503,13.1424692,13.1464017,9.9027112
24-66,14.8336168,10.6875718,13.6465225,15.5881255,3.7967005,3.7967005,3.7967005,12.8278484,13.3036962,3.7967005,15.0244676,11.4448729,14.4797975,13.4753407,12.5645632,15.0931022,20.8250079,12.8321031,15.58864,13.7586096,3.7967005,11.1110324,13.7128003,18.5704359,17.6646125,14.3978591,3.7967005,13.5095494,24.1008712,18.8344295,15.5716624,11.8049298,10.8882978,7.3388951,9.7697628,16.2644353,16.4765269,7.919865,14.0373538,16.6958945,8.6737649,7.4035372,16.8676538,14.8172042,3.7967005
24-67,16.0148107,10.5415457,15.4138913,14.8742911,11.7192705,9.9578867,9.3814683,14.2284507,12.6838691,3.9370801,12.324731,10.5202769,14.7308967,16.0338314,11.9067779,18.2585991,19.2764683,13.9014984,12.4607031,13.7337475,3.9370801,9.6914448,14.3513308,19.0095193,16.1358036,15.4346004,17.6266167,14.5938023,21.965915,20.0711117,14.7047654,12.4873914,10.7660635,10.4372923,13.6619757,14.369571,22.6282515,3.9370801,13.8242937,13.1115955,9.0626351,8.1073776,14.5813058,15.2962476,11.029321
24-68,15.1879792,10.8450274,14.198802,13.2152622,19.2646765,11.9746955,9.5211871,12.3440314,14.5166472,3.8335328,13.3589826,14.9070345,13.7713529,14.7627236,11.9695425,17.1831248,20.3083487,11.9261037,11.1481166,13.3864123,9.9793163,3.8335328,12.199664,16.7414301,21.6383052,12.6053595,12.4002299,13.6207898,18.3337886,24.4866632,14.1916616,13.0102311,12.5465975,3.8335328,3.8335328,15.4902922,16.7313909,3.8335328,13.6570857,13.5293641,8.7000715,7.6814069,14.750873,10.32883,7.9877783
24-69,39.7041867,10.0138873,12.0868233,8.0600063,33.9300263,4.2668883,9.8487866,10.2687098,4.2668883,4.2668883,4.2668883,14.3112392,4.2668883,11.0085642,28.1164603,16.3745117,36.0639784,24.2761668,8.0487567,11.11558,16.7447988,18.8678103,4.2668883,21.7911525,29.2385196,30.8793643,13.6614119,17.9583278,23.6059498,22.4903748,4.2668883,12.9429323,10.7538441,14.9114424,15.9336448,13.0421875,32.2902033,4.2668883,13.3508744,4.2668883,9.4415327,9.7296598,14.5680718,4.2668883,4.2668883
24-70,12.8956044,10.1785931,11.2428544,11.3419301,12.8828326,10.3113369,8.0820678,12.4042064,12.7410752,3.7184036,10.5729696,11.1489825,13.2526082,9.3185961,15.5762535,12.2129139,20.1473633,11.0291923,10.3063028,9.0299964,9.0567926,10.1210064,10.9602953,16.6590385,16.6592751,13.5826214,13.725497,9.8642817,16.9311101,16.9148657,13.7537211,11.6184338,10.0745109,9.2216251,10.0145758,12.1465708,19.1799948,3.7184036,13.3721433,11.5454369,8.8372924,9.531161,15.3080062,22.0783199,8.4170967
24-71,24.9371365,8.024828,11.9740383,8.4248051,18.8940653,3.9132329,9.3504292,9.549548,13.3461046,3.9132329,10.2680157,3.9132329,10.5197224,12.5254893,13.5815713,9.4960938,24.8265587,18.1127316,7.7118318,3.9132329,3.9132329,11.6884227,11.3763377,15.4105763,15.234586,15.1009866,19.1282533,12.9551291,15.578572,18.8401503,11.7769927,10.231055,9.8510938,3.9132329,10.5476392,11.2527255,21.3964155,3.9132329,12.2106969,8.9326225,8.5549399,7.2632069,12.797837,10.9158685,3.9132329
24-72,18.930786,9.0566686,10.4172361,10.7665452,10.9116619,3.8564371,9.5449439,13.6046976,13.4867024,3.8564371,3.8564371,8.6428753,11.4799657,14.3746107,15.4499941,12.9528488,22.1865433,13.214209,10.2016099,11.4704393,3.8564371,3.8564371,13.8613663,14.6245234,21.2554478,16.2547241,13.3881308,9.6532397,14.7326288,22.7027721,10.6714867,11.1840112,10.7477296,10.5962567,3.8564371,11.628642,22.0280956,3.8564371,14.0704402,11.3076517,9.9081202,10.2741144,13.5858547,13.7947899,9.5180135
24-73,18.9254206,9.2921412,11.2673537,10.2611846,18.5389343,3.9310482,7.3615833,12.843934,17.9325008,3.9310482,10.1025896,11.2788733,9.8455509,10.9592276,14.8083257,11.5865546,22.3887995,19.0740209,10.5623446,9.223885,3.9310482,12.6579741,10.8078345,15.5456899,20.2804015,12.4491811,18.870436,9.6608147,20.0715055,22.5682165,11.0115616,14.2291464,10.8152429,3.9310482,3.9310482,11.2408904,19.88363,6.5840963,13.1641707,3.9310482,10.6544493,8.7640695,13.7747464,3.9310482,8.9814319
24-74,18.6708019,8.189091,15.9707813,13.901505,27.9532764,3.9942246,7.8669999,14.9661961,13.2466818,3.9942246,14.6140475,3.9942246,3.9942246,19.093745,15.5717166,17.938859,19.6618669,13.3158341,10.1475106,3.9942246,13.0717224,16.1079499,14.6415626,15.302231,17.1180018,21.3372899,13.8471997,17.4876112,18.9200488,17.0253645,15.3394182,12.0290118,12.1127558,3.9942246,18.9074827,15.2387041,17.6113912,12.6764332,13.2372962,14.5347467,10.504418,9.1239241,14.0057001,10.4876593,3.9942246
24-75,12.9258469,9.9009645,14.6678844,13.483189,14.2035664,3.9043382,11.3945468,11.2636709,9.3473513,3.9043382,13.5731054,10.7745031,10.5656015,15.4641662,3.9043382,17.1915673,16.2689053,13.7659311,11.5346198,3.9043382,3.9043382,11.3926608,15.3724167,15.1282954,14.3824174,12.2978324,3.9043382,17.1597163,14.8307727,16.4271372,14.7572076,13.0901533,10.842015,9.781496,11.5583024,16.5249879,16.4305311,8.6916262,12.8574819,13.7138502,3.9043382,7.8518408,16.7958231,19.5870279,9.1085533
24-76,35.7586603,8.7794362,12.1659982,11.6503273,55.4329388,3.9573453,9.4062902,13.689809,17.5539372,3.9573453,13.9231831,12.8814541,3.9573453,21.6631126,17.5496401,13.6368522,22.9949171,41.3624132,7.894787,10.5541944,3.9573453,12.4396035,10.0510734,19.3524144,23.8412791,15.7719748,26.2103178,14.7700891,17.3491957,27.2551833,13.7849864,13.9222167,10.2288701,10.2596589,14.3085817,13.4462348,19.2097469,3.9573453,13.7041675,9.8892855,8.6272712,8.5384198,14.1562654,13.2462269,9.2178279
24-77,28.0451184,10.0710525,5.7463433,9.3105981,21.8248136,3.8630573,9.9537963,12.3388109,15.1102152,3.8630573,9.3831258,3.8630573,3.8630573,21.0665581,25.0829998,9.5068676,21.1234941,35.1942301,6.2417146,3.8630573,3.8630573,11.6790829,10.2272645,14.8542067,22.2185641,13.331009,23.2573265,13.7423799,15.6395268,17.3931549,3.8630573,13.5002121,11.2790598,3.8630573,13.7102292,12.5364785,21.3040432,8.7260548,12.290951,9.7924218,8.0049434,14.0550211,11.908047,3.8630573,3.8630573
24-78,22.5987593,8.4476906,10.3612892,11.7061768,17.2148886,3.9379556,5.8097271,13.9160785,11.0647699,3.9379556,8.3114856,12.9123355,3.9379556,11.2742426,11.1334204,16.5819159,18.9240181,11.4409903,8.3618723,9.7897719,8.6327525,14.8579502,3.9379556,21.1378035,16.5148365,17.9714528,17.146719,3.9379556,16.71986,14.707398,9.8681321,8.924985,11.950469,12.1586907,12.3167268,13.8685327,21.8083393,11.0838383,12.7092971,15.0531867,8.2224201,10.8896711,10.668198,3.9379556,8.5941303
24-79,11.7537283,9.7582348,14.8633964,14.6560869,11.3828711,3.8559137,8.7458621,14.0435844,13.9474482,3.8559137,13.6189499,12.7258659,16.3475744,16.614879,14.9218105,18.5788312,21.797125,12.9411023,13.0053946,14.7173653,10.126348,3.8559137,9.8459307,15.5082274,15.3819501,15.2073999,15.0985988,15.5068492,19.8512945,20.0595544,15.0854479,15.0385104,11.5913518,3.8559137,10.5393367,15.7362079,18.037987,7.9874074,14.0258058,11.0783078,8.7288519,9.2864687,15.1239066,11.1726085,11.8937026
24-80,15.9441132,11.5220685,16.7921143,13.9757583,24.367458,12.2150504,10.6877437,13.7440052,10.0605065,3.9768029,17.29493,15.981825,3.9768029,20.2991522,19.314865,18.1856481,26.6442907,12.8757161,12.9608925,12.9237503,3.9768029,12.9903518,11.9302329,17.4338878,20.8167781,17.7780821,11.0044498,17.8647048,18.7857857,19.1170857,16.8720395,17.6795762,11.0943269,13.4377483,12.7703288,17.7349573,17.589111,7.6440566,15.2397566,16.8779324,3.9768029,10.1311822,12.7171915,3.9768029,12.5396492
24-81,19.4836014,8.1846657,9.9587834,12.1880216,20.1203436,10.1303667,6.0904617,12.6292148,15.2901589,4.0821514,8.7128992,4.0821514,14.9446435,8.8550855,10.3209239,15.1206675,19.6195546,19.7118867,7.5516367,4.0821514,4.0821514,11.4873516,11.2208783,23.5428847,12.2665866,15.5164791,20.4482943,9.4333537,12.819058,16.3808456,11.8599851,9.5152258,11.0518791,4.0821514,4.0821514,13.5788671,21.4601196,4.0821514,13.3851814,9.7142787,7.8719683,10.0598235,11.0097515,12.6492546,9.0377174
24-82,14.8107516,9.5071794,13.8499157,15.5166014,10.176228,3.8111722,8.0652702,11.310506,9.0821742,3.8111722,13.2229052,10.5343833,14.8519543,13.5269366,13.4527091,14.7835673,17.8828527,11.5908462,11.2875932,11.4000641,3.8111722,10.232634,11.4037098,18.399093,14.2573318,16.1852689,7.3923295,12.4717926,18.9989498,21.7755707,11.7228261,12.6242286,10.3484155,9.4633922,12.2947168,13.8040769,17.6830364,3.8111722,12.336588,11.8369491,8.6085312,8.999513,13.1821672,14.9457098,3.8111722
24-83,20.5327966,8.3379771,10.3384311,10.4719469,14.6859977,3.8741444,3.8741444,11.4326106,12.9542884,3.8741444,3.8741444,3.8741444,11.1846803,11.3394181,17.2999807,12.9913512,21.5763982,26.4649634,7.2891782,10.4978535,3.8741444,10.0777892,10.0388134,18.2458165,19.1767603,16.3404666,17.1787699,10.2048215,15.9533011,15.7002528,13.5564884,9.7036915,11.392333,9.0444349,13.1472908,12.8095769,18.6043003,3.8741444,15.5918417,11.211594,6.3419006,8.6257439,12.4647109,13.5464091,8.7783826
24-84,24.2216552,9.5855612,9.6139716,10.1877959,18.7652341,3.8021729,8.324223,10.0138065,15.8356951,3.8021729,8.2834942,3.8021729,3.8021729,11.0158913,16.0199917,14.1428163,21.2316503,22.5969709,9.3519907,10.054365,3.8021729,9.4714465,12.1472325,12.3365052,17.7451701,14.7683269,16.9404587,7.830463,15.1549616,19.4764481,12.6299264,11.470942,10.5181528,10.7540755,11.403339,12.0411995,24.3069684,3.8021729,11.5773569,12.3230505,8.8936624,10.5714767,13.5361708,13.2275804,9.0739418
24-85,23.7041831,9.6143872,4.0430451,10.509067,9.2004782,4.0430451,8.0029039,13.3938623,15.6477293,4.0430451,4.0430451,4.0430451,11.5513404,14.5258424,14.9708707,11.9026053,16.8314515,22.3093654,4.0430451,4.0430451,10.5397706,4.0430451,4.0430451,11.913771,10.6276841,10.8958051,23.3453666,4.0430451,4.0430451,16.2433931,4.0430451,4.0430451,10.6538858,4.0430451,4.0430451,10.0692155,21.5165525,4.0430451,10.2275816,10.1085976,4.0430451,4.0430451,11.2800159,4.0430451,4.0430451
24-86,22.5447224,9.529559,13.732966,13.5727262,34.468995,4.0429796,10.9193795,14.4227382,11.6581676,4.0429796,16.6344357,10.6520417,4.0429796,20.8498009,21.9464343,19.678239,19.7238096,16.3583701,8.3517697,12.3333681,12.2141199,13.6149545,13.6835165,18.057009,19.9763147,20.6200094,12.9117926,18.2196747,16.0565312,19.9051944,15.5901136,15.3683412,11.4742789,4.0429796,13.4063691,12.4882359,18.0057483,16.2918414,12.9356689,14.1356205,9.7409671,9.3871856,13.2203383,4.0429796,4.0429796
24-87,24.8554355,7.8333655,11.1181045,10.7300601,18.627409,9.7449446,7.6249336,11.2548013,13.3227636,3.7676163,9.2538081,3.7676163,10.5470264,12.3129882,16.704692,12.3261532,16.3199009,20.2618578,7.5224775,3.7676163,8.544847,3.7676163,3.7676163,14.1191278,16.7537889,17.1886285,18.6138555,10.4768805,13.9246106,16.5061211,10.9452156,11.4076741,9.9039051,9.8127694,10.189594,10.989233,22.1553914,3.7676163,12.0255451,9.2656588,9.3802583,12.7897509,13.5948104,8.6489677,9.6816107
24-88,3.9453388,9.6172979,15.7640735,11.6716739,13.4748961,12.1060592,3.9453388,13.7927693,3.9453388,3.9453388,15.7125645,3.9453388,3.9453388,16.009486,9.2164281,20.4966883,11.4991338,14.6505314,12.0737395,3.9453388,10.7076936,12.3040044,13.5845624,21.1057608,13.629421,12.2634399,3.9453388,16.6879667,24.2459811,15.6048872,12.8486412,13.7542405,11.0828444,3.9453388,10.221799,11.1366753,11.4773573,3.9453388,13.9281617,11.5302402,6.2355243,9.0249008,12.3322806,11.49301,3.9453388
24-89,13.734521,10.6616969,12.0057719,12.6959018,10.4915284,3.8703687,8.0046196,12.3085756,12.13159,3.8703687,16.7265593,10.6303571,12.3091817,17.024376,11.5399128,16.44615,19.6367059,14.115498,11.3934989,9.7157059,3.8703687,12.0439186,12.5852878,17.2530927,12.9710086,11.9555686,10.6845349,16.8339779,3.8703687,20.1075147,13.8525236,11.6817491,10.2271289,8.9881706,3.8703687,13.9241083,16.9047787,3.8703687,12.1833685,11.8190843,7.4158942,6.8842954,14.1465517,15.8780369,9.2964829
24-90,16.9836564,11.6039431,19.8144913,13.7720082,21.4734592,10.5676953,3.9052513,11.5861546,10.3560117,3.9052513,14.1308917,11.4085686,3.9052513,17.7439753,21.1760102,15.1753522,17.480674,12.7030884,11.4151304,9.9385351,3.9052513,9.6406352,13.5093722,18.9679524,13.7250069,15.9712685,15.4092704,14.0666645,20.1486662,14.4890732,12.3480787,10.8321589,9.198561,10.492872,10.8555309,13.3948355,14.5095406,3.9052513,12.3291514,14.5749488,7.7723559,8.1853822,14.0054026,9.167933,9.2421117
24-91,14.6440509,11.2154188,15.7906619,12.3113017,16.0729375,11.7893325,5.6633023,12.9774484,12.4642988,3.8333249,14.4807419,12.9256244,10.0970844,16.9897696,12.1327426,18.443107,17.4611992,15.4109967,10.8315051,3.8333249,3.8333249,10.2897701,12.2456586,15.9252789,14.1372432,19.8069324,16.8441298,15.6637825,15.4042981,15.3142288,13.5552267,12.0072028,7.3414292,3.8333249,3.8333249,14.2943858,18.9325776,7.8288138,9.7806163,15.6128744,3.8333249,8.7415379,14.8065017,3.8333249,9.3698211
24-92,19.0873351,8.8758872,9.0210873,11.6705548,13.8002351,3.7560091,3.7560091,10.0976307,14.2502999,3.7560091,7.9370084,9.8512138,11.2330132,10.1176467,13.7583729,13.3293094,23.3569003,16.9174384,9.2768862,8.2544979,3.7560091,13.3931697,8.9543094,17.5026635,15.7824146,13.6636475,15.9748471,13.0272154,14.4313643,16.5294966,13.0199856,10.4863577,9.6134279,10.6100613,10.6708748,11.4533106,24.8167479,10.7450182,12.5012707,9.8474439,9.6275608,13.1050232,14.7765433,9.8223903,8.599574
24-93,12.9543525,8.9033809,9.9024601,10.4221374,13.9541163,9.2939276,8.4921668,11.4605443,14.8911983,3.8738177,9.9252463,16.7306349,10.6671363,8.9039557,11.7355077,11.7718089,18.8620904,12.2105336,8.6722615,10.8308112,3.8738177,13.4767734,3.8738177,22.7075055,13.4077996,10.9679965,14.0641986,3.8738177,15.7387002,17.7077912,12.9102337,11.3351762,10.7980873,8.2634366,3.8738177,13.8586796,22.5002772,13.3974075,13.0652079,13.8249603,9.1514444,8.7411164,11.9290965,25.7995344,3.8738177
24-94,45.1776151,12.4632094,18.3495339,13.3217392,25.5357255,4.0945995,12.7808944,16.2053341,12.8048911,4.0945995,18.2074617,4.0945995,4.0945995,21.2422121,19.4739836,19.445226,23.5457734,15.5678099,9.5177251,17.1135711,8.8288004,15.7938492,16.0875399,23.320081,23.753486,28.8603855,15.3739993,21.6280615,16.7602256,19.4676424,22.8349393,16.6332923,12.0327262,15.0962655,11.935193,17.7387123,20.845008,4.0945995,14.2543471,15.7791482,8.8431295,4.0945995,17.6318692,11.765943,9.9081074
24-95,15.5647024,8.1353971,8.6810813,9.3839072,11.6396836,3.7973409,7.485042,10.683312,15.5663661,3.7973409,10.5950168,11.7624788,11.1063697,11.1942562,10.8935686,11.8041279,17.5785887,15.8119604,8.9800206,3.7973409,7.6878175,12.1965898,9.7181913,17.4313529,12.3068144,12.4872317,15.4465847,10.6273233,14.8408623,14.8436306,12.2214056,9.8911829,9.5212776,8.4406518,8.128963,12.6331037,18.0765111,10.471622,12.0206259,11.7222092,8.398463,8.3701299,11.1760419,16.4670996,7.8213492
24-96,22.863636,9.1136172,10.1694589,12.1038083,13.172107,3.9881339,7.5662136,14.5833462,13.476483,3.9881339,9.9054606,3.9881339,13.5180546,7.651848,10.9657707,14.9963706,21.438332,14.6590831,9.561566,3.9881339,8.0407668,15.3600858,3.9881339,21.3687041,13.9208842,14.2693573,16.6883369,10.9975663,17.4029939,17.128057,13.127521,12.5219754,10.8202131,9.7880413,3.9881339,13.985609,20.4960645,6.1259472,11.4485623,3.9881339,3.9881339,8.6185113,10.6866139,10.7331406,8.6270929
24-97,22.2458594,8.9863238,9.1393722,8.1789656,17.5577122,3.9639711,8.204974,13.6006656,10.2299979,3.9639711,8.2361207,3.9639711,3.9639711,9.6877101,13.6535571,12.3784774,20.7229237,17.6402707,7.9136149,12.8143307,3.9639711,12.6002397,11.124352,22.5033949,18.0438775,14.8148613,20.3341362,12.242521,10.9175457,14.3715433,12.2476665,3.9639711,10.4559597,9.982316,12.4329703,13.3267789,21.0692807,8.3651146,14.4777004,3.9639711,3.9639711,10.6313158,10.0006614,3.9639711,8.657841
