,BCL6,CBFB,CEBPB,CEBPD,EGR2,ELK1,ETS1,FLI1,FOS,FOSB,HOXA10,HOXA13,IRF8,JUN,KLF10,KLF13,LMO2,MAFB,MYB,MYEF2,NFATC1,NFATC2,NFE2L1,NFYA,NFYC,PPARD,PPARG,PRDM1,RREB1,RUNX1,RXRB,SMAD3,SMAD4,SNAI1,SNAI3,SP3,SPI1,SPIB,STAT1,TCF3,TCFL5,TFPT,TRIM28,UHRF1,VDR
24-4,21.1916788,8.1441347,8.2875224,12.5263083,12.4321991,3.8938471,6.9789914,12.7283938,18.4118509,3.8938471,8.124824,3.8938471,15.8528317,9.1941117,11.7987639,15.6353609,23.2265534,17.6889021,7.8109083,9.3776224,7.3227577,10.6848357,10.4002084,19.5719495,11.5125773,15.3217841,16.6335467,9.6823191,13.3752905,14.7452662,12.1158041,9.5539324,10.8509201,11.9141648,8.8724322,15.0380812,24.0623469,3.8938471,12.2525064,12.6521165,8.4706423,10.8506194,11.1960788,9.3608398,9.8955646
24-5,13.8180758,8.7330347,10.5149548,13.4390963,16.512697,10.2821817,7.4623294,15.2232332,16.2639269,3.9887058,9.9269223,8.421021,10.3637232,12.9241635,12.7976505,15.7553261,26.8594526,14.4582426,9.2443808,3.9887058,3.9887058,14.821723,11.7993237,20.7407233,12.5450374,14.1924959,16.0996255,10.4544865,20.2749301,21.0683986,12.07917,12.4838105,11.0045559,10.500062,9.9657657,12.7737765,26.6871952,3.9887058,13.9963015,12.5380331,8.3276255,11.0848441,10.7305563,11.2943714,9.7604443
24-6,37.3714136,13.1244557,21.1520941,21.1411588,15.5772707,4.4003834,9.2822807,10.5663246,11.2104093,4.4003834,27.8046719,4.4003834,4.4003834,63.0971069,31.4745461,23.9490635,21.236738,68.525699,7.5567362,4.4003834,4.4003834,4.4003834,19.3034151,27.4673689,17.7238418,18.1913296,24.1956872,42.5993467,22.9209913,27.3626326,19.6639659,4.4003834,12.9217126,17.7444355,4.4003834,16.5617668,33.6338783,18.8574466,13.4432847,25.0676823,4.4003834,4.4003834,14.4699064,4.4003834,4.4003834
24-7,48.6951117,8.7742715,12.5736829,10.7646652,32.5367986,4.1146494,10.5658246,13.8895938,16.5817903,4.1146494,9.9117469,11.5670933,13.5116769,13.7556515,24.1582903,16.1824116,20.2501117,22.8655536,7.7814687,8.6010446,4.1146494,12.7502846,11.8058138,15.1963977,23.9587465,16.4538843,44.6182711,13.5363886,18.9062394,14.1873703,12.6895646,13.1848055,9.0416948,4.1146494,10.7397292,12.6078961,20.1280326,4.1146494,13.116809,4.1146494,4.1146494,11.1747367,14.1002808,4.1146494,10.4570423
24-8,4.013558,9.661838,18.2454691,13.5654516,23.8947471,4.013558,4.013558,13.5195616,15.8393527,4.013558,16.2797449,4.013558,4.013558,20.4145141,15.4490496,21.7495651,17.9036002,16.753098,17.1651695,4.013558,10.4683096,15.2631279,15.2096255,22.6675597,16.6307942,22.8249011,13.6367309,17.6535139,20.466577,14.7405229,10.1840484,11.6089097,12.6289206,4.013558,13.1603387,14.9423149,16.8223578,4.013558,13.520295,17.4915767,10.174425,4.013558,15.1012997,4.013558,4.013558
24-9,16.8470792,11.7942476,11.2779043,14.0148047,3.870991,3.870991,3.870991,11.2777003,12.0386078,3.870991,12.6285227,10.1152946,12.8859928,13.7204355,8.1568675,13.4624995,19.3982892,11.8089053,12.2356995,3.870991,3.870991,10.9676129,10.1892751,19.0939326,17.1840136,13.6444179,3.870991,14.9062923,13.7845877,17.4043207,12.8717133,15.3745641,9.8018205,10.0217891,3.870991,12.5737069,18.0523008,3.870991,12.2648278,16.0386422,9.5849901,8.56557,14.0569105,11.6466987,9.4195424
24-10,29.3692996,11.4738526,16.6450435,11.537077,13.0994729,11.5743029,11.1376083,12.5191562,14.0687466,3.8129863,11.5379955,10.543762,11.2357893,24.0607223,18.2883886,16.7407144,21.7556092,28.9590778,7.0123385,11.0248996,7.963565,9.8221722,12.4655908,21.9640423,18.0250712,15.8322232,37.5348659,15.0100437,17.9021916,15.3300511,12.744642,12.2094591,11.9844838,10.3687215,3.8129863,15.2757505,27.5693044,3.8129863,13.0376819,12.185732,8.374312,10.2694646,14.2959558,8.7202503,10.0358508
24-11,22.6281658,9.6316647,13.1141705,8.8393563,15.3994511,3.9819502,6.7201022,13.7064896,18.563968,3.9819502,10.7947297,11.0319995,11.6448394,18.4362751,17.3766218,14.3145391,27.9325503,22.0852862,8.2624202,3.9819502,3.9819502,10.1788672,11.3904587,15.9601083,19.8394078,17.0015294,21.3945612,13.9320054,14.9629333,16.6808416,16.3545684,11.645155,8.2781723,10.760484,3.9819502,12.4417246,17.8348058,3.9819502,13.284077,9.0479309,8.7503348,8.9722933,13.8651681,12.3913437,7.8309163
24-12,44.2055246,4.2485977,11.9352384,11.5002124,38.1775445,4.2485977,12.4094334,17.0196787,14.8662419,4.2485977,12.724941,4.2485977,4.2485977,20.1301323,21.0707638,10.8379103,26.6611142,56.4050622,4.2485977,9.8427832,4.2485977,16.4181441,4.2485977,11.6690343,22.8117002,18.3573124,21.5310343,14.8036187,19.8125471,22.1798934,14.1610533,13.8656728,13.4286087,12.9367496,13.4034042,13.5964819,27.3395551,4.2485977,15.0900422,11.7240654,4.2485977,10.9002695,13.745436,18.7385503,9.5081252
24-13,14.1545662,10.6411655,15.6279099,12.2584755,9.3127458,3.7730952,3.7730952,11.7882829,13.5687526,3.7730952,14.2076056,9.2416605,15.1549383,13.8324603,13.3296494,13.6175662,17.3260297,13.7301325,11.7960034,3.7730952,3.7730952,10.977556,12.4838282,16.8559832,14.5033859,11.9943818,3.7730952,12.4493713,16.8831154,17.6407049,12.0536327,11.5863614,11.2779158,3.7730952,11.6620269,15.1300743,18.2790392,3.7730952,13.7211274,12.760778,8.1042421,9.2999288,14.2290592,18.2746869,9.4481383
24-14,15.9108744,8.8906897,11.4882645,11.5770108,17.7619767,3.793799,8.4457854,11.9721918,14.0001208,3.793799,3.793799,3.793799,14.0718255,10.5115805,12.7225981,12.8232315,18.1028394,14.6231338,9.425107,9.2051899,7.7961724,10.8928416,3.793799,16.1708823,17.7606336,13.8224337,12.4489725,10.2649387,15.8290943,14.8830625,11.0818418,11.3460308,10.6595847,8.7090974,3.793799,13.9978947,23.3549864,9.3806437,12.2712583,10.1157999,3.793799,10.3416745,11.4952159,11.5349886,9.6839697
24-15,13.3071611,9.4345867,13.8175417,15.1702721,12.9727385,8.170318,10.2771156,13.8984714,14.8596157,3.8554863,15.5610412,11.0275435,14.0113943,16.8731036,8.6952013,17.4289264,18.2239143,13.4009942,11.509847,11.0943193,3.8554863,3.8554863,13.7557013,21.8885844,22.9396131,16.6755139,9.0220918,16.7512891,12.3256714,17.8961894,12.9882941,12.1647789,10.2538438,9.1678542,3.8554863,15.288954,17.7586838,7.84142,14.3470222,3.8554863,9.2537981,8.10887,13.6128286,12.041505,10.5312256
24-16,36.4939703,9.4472834,9.2938038,10.5975379,24.0101842,4.1105712,9.1893944,13.2860449,16.0262922,4.1105712,4.1105712,4.1105712,4.1105712,15.696398,15.572223,15.5398837,18.635714,27.7144579,6.5499484,10.8982784,11.7690935,14.6418486,15.1700191,27.1437227,14.4464759,25.6357696,21.1376405,16.7450254,13.9262785,16.3301176,9.7550603,12.7044648,9.8663619,10.57461,14.6199262,13.4563441,35.8761121,14.3650485,12.6159321,12.1146709,4.1105712,11.9010763,11.2097996,4.1105712,9.0294559
24-17,21.35407,8.7138185,9.713686,10.5150592,15.6977977,3.7662619,8.0659833,12.1340567,13.4287926,3.7662619,8.665973,9.8295241,10.7253237,12.8774931,15.9175281,15.6117429,24.7031595,25.3238124,7.2268162,3.7662619,3.7662619,13.5617183,10.4471917,20.1842294,12.3096339,17.3471381,17.7194032,10.7202469,14.2548825,17.3602732,12.3175047,10.9079957,10.3433667,11.4973831,12.7847592,13.6332696,16.3297963,3.7662619,11.6081086,11.2499935,8.1631442,10.3180386,12.5534262,9.3346446,8.0425391
24-18,15.4090856,7.6124898,12.6379418,16.3008977,9.1502767,3.902636,8.6820527,13.7036065,13.5353972,3.902636,13.8544992,10.7727316,15.6091421,15.5467263,9.6376909,15.9545954,22.3587891,12.1882178,10.7545789,12.427881,3.902636,13.7725768,11.7304966,18.6904443,15.2332453,13.8011347,10.4919319,14.3577758,19.7216913,17.9789298,15.1735064,15.0903619,10.6729763,3.902636,3.902636,12.7231785,16.9665773,3.902636,12.4584664,13.2221173,7.2853664,9.4171745,11.6723485,11.6666848,9.2105388
24-19,20.5962958,8.5650096,3.9844191,9.6484855,13.6509363,11.2495377,6.5092523,10.6485582,13.9758538,3.9844191,10.2028064,3.9844191,10.9206843,3.9844191,16.1883614,11.5114767,16.05376,22.9901526,6.9869121,3.9844191,3.9844191,11.0390515,14.524253,14.2902543,15.4376568,13.5680408,15.6892114,11.8636266,16.6460569,14.0950164,12.046176,12.613141,8.3889471,3.9844191,13.0622764,9.800043,25.2646337,3.9844191,12.4748841,3.9844191,9.3828995,3.9844191,12.1605015,10.3825018,3.9844191
24-20,12.4245289,9.8265467,10.9707539,12.9858055,21.6758018,10.5441721,6.5431435,13.3648157,11.0870018,4.230077,7.5018195,4.230077,4.230077,10.458264,11.8228784,15.3451858,23.9926483,8.140996,9.854679,4.230077,4.230077,4.230077,13.2243416,22.1018024,13.3302776,13.3711409,11.44606,11.8061869,19.0398837,24.7841284,13.9371936,12.5159995,11.3896117,4.230077,4.230077,16.750286,20.9056758,4.230077,12.857804,11.9365665,8.1676512,4.230077,11.1939337,4.230077,10.0689271
24-21,10.6663081,8.703776,14.1584263,10.1115336,14.6752773,12.0625579,4.0600278,14.2318275,18.3946335,4.0600278,11.0139253,11.1128316,12.1350511,13.8020321,11.4917329,18.9522259,16.1125023,16.5653455,7.9699269,14.1725586,9.06617,18.6974005,11.2859296,21.4105234,15.0363848,16.575838,11.7245528,16.4242708,18.7750964,16.7875908,14.1567687,11.8196537,10.1096432,14.2753613,14.8343572,9.9076595,18.2279339,9.6313194,10.0572978,4.0600278,8.2455438,9.8954453,9.529849,11.1033755,8.2561039
24-22,47.1275755,4.0630522,11.4709033,8.902937,31.0243346,12.6076433,10.9098725,12.1162548,12.408161,4.0630522,8.4116584,4.0630522,4.0630522,20.4961986,18.2565415,11.6461621,24.8872037,21.9746257,6.066357,4.0630522,4.0630522,4.0630522,12.6407031,12.6611672,18.0755556,21.6016254,44.2954199,12.0359997,18.9929705,11.784061,13.3615495,4.0630522,4.0630522,4.0630522,13.2600909,10.6013125,38.967915,4.0630522,10.8446593,7.6376998,4.0630522,9.2257134,11.8628459,12.0687721,4.0630522
24-23,22.1187227,7.6389383,16.0483865,12.1891222,14.4434883,3.9003634,12.9324316,11.6894716,12.4468233,3.9003634,16.4600483,10.202425,9.4529175,14.9113653,9.3092438,17.8957752,17.0154727,16.9008424,3.9003634,10.890104,11.772738,10.7069373,13.3069373,24.0370208,14.6714581,13.7511201,20.6982694,15.6169956,14.9038004,18.6040856,14.2877315,10.9668723,11.781588,3.9003634,14.6889165,14.088627,22.2943221,3.9003634,10.1620207,11.6239711,6.2984321,7.6690903,11.4653042,19.661169,8.3697589
24-24,26.5523841,9.8488999,14.0008579,10.7134006,35.7987612,9.4720592,9.1797482,11.8599194,13.9404693,3.6288257,7.1972127,7.8998645,8.6574768,16.3608195,20.1971555,11.4796826,19.1091765,15.4278973,7.2853103,9.7354118,8.4706014,10.5461203,10.5152374,14.7470143,19.9464602,16.7839247,25.9873864,15.3254739,15.369617,14.0709335,12.3365497,10.0721052,10.1264582,9.334221,14.896226,11.73711,19.9477903,3.6288257,11.8741306,9.5441954,8.0819296,8.7005398,14.3013718,10.3078121,3.6288257
24-25,15.8036379,8.9983258,10.300566,9.8839866,13.8217696,8.9486654,7.9866321,12.0292595,12.4588336,3.7390369,11.5431508,9.47875,14.5794947,9.7171342,13.739182,12.6703947,20.5604863,12.8050121,9.4793147,3.7390369,7.913091,9.7378696,13.6763352,13.400841,14.7725318,12.270872,14.5543444,3.7390369,15.5033717,15.6631864,9.7669511,11.5699418,9.968631,3.7390369,10.5512902,11.5095258,21.6617025,6.3384898,13.3679491,10.2775093,8.5029875,9.0078199,14.1665028,16.2005859,8.9865843
24-26,21.5201265,10.0268524,13.3099516,9.5218162,16.8726547,10.9653349,6.992482,11.9641527,15.0987519,3.9946162,11.7550588,11.7515767,15.844373,11.5433793,14.7315683,11.8502662,21.214787,17.6673408,11.9454259,3.9946162,3.9946162,11.2449912,9.7756971,17.689065,19.7571016,13.7878011,14.7229156,11.5541995,18.1540359,16.645677,14.4580474,12.3695838,9.6149538,3.9946162,10.6833549,12.342177,21.457377,11.6471456,16.4029808,11.5056337,3.9946162,8.6534891,14.9831569,18.6952948,11.2249964
24-27,21.6193949,8.7622042,9.18676,9.3489219,14.1731759,3.8231502,9.6289243,12.9770508,10.401526,3.8231502,8.920418,9.9475231,9.0589687,11.9966035,15.5837891,12.4782888,22.3838542,16.3424193,8.1537336,3.8231502,3.8231502,10.8249528,11.2605628,16.1715258,17.3698656,15.7004801,18.887978,15.2036493,10.7380659,13.4940845,12.1883961,11.8815771,11.1888176,3.8231502,12.3267092,11.3586626,17.1656064,8.1862698,13.3255729,8.4137208,8.8949021,11.5801614,13.3539603,9.7449272,3.8231502
24-28,21.5492323,10.4608441,4.0077559,10.8715458,14.6058236,9.8745106,10.136292,13.3407132,10.3107223,4.0077559,4.0077559,4.0077559,10.7764336,11.0211776,13.5665251,11.251797,22.5231614,12.3371352,8.7596896,12.7992155,4.0077559,9.7711486,11.9074703,12.7655046,21.2584841,14.7562368,4.0077559,9.1160439,17.057952,17.9455655,13.6310701,12.2758811,11.1946982,4.0077559,19.8849033,13.6243456,17.0281468,4.0077559,14.1671442,10.183023,7.2041073,9.5691882,13.6845463,4.0077559,8.4086659
24-29,3.8507026,9.7541879,15.5011902,14.2390519,10.0215956,3.8507026,7.4718164,13.8927081,10.1603054,3.8507026,15.7484595,13.4482872,14.0341753,13.1259751,10.0214251,15.6294648,21.3578301,11.3849766,13.3032556,3.8507026,8.3430901,9.6726468,11.5186921,20.9327722,20.2573117,12.0116502,9.1451498,12.7262987,17.4582063,21.3351751,15.17617,13.3763029,10.2867765,9.5695583,3.8507026,16.0569186,13.9244899,13.6322848,12.8760256,14.4392403,9.2583483,7.6675867,14.2557565,18.8697434,10.142559
24-30,24.668118,10.2153858,9.3581421,6.7229761,23.618573,3.909096,10.5810467,12.6797124,11.4225024,3.909096,3.909096,3.909096,3.909096,11.2006329,17.8488091,10.1007577,17.1683886,12.1485417,7.3232201,3.909096,3.909096,11.5260266,3.909096,14.4981914,13.3103124,16.6735325,16.9725724,12.3398609,13.3803967,18.2018298,11.9626187,14.0374317,9.5141916,3.909096,13.7753647,11.4702713,17.7682435,3.909096,12.7411223,11.3659997,7.9051264,10.2984736,12.5417254,3.909096,3.909096
24-31,40.433191,4.0952709,4.0952709,10.4119067,22.5190005,4.0952709,8.6574661,11.6105991,14.4977847,4.0952709,4.0952709,10.8485696,4.0952709,8.482158,19.0109196,14.964418,19.3752777,22.6915229,7.2426551,4.0952709,4.0952709,10.8585214,13.5009834,15.5215817,18.6515742,12.7916037,21.5324461,13.0169002,18.9758878,18.2757523,4.0952709,4.0952709,10.4183325,12.7562824,16.7181687,10.5116915,25.5212087,4.0952709,11.0073792,11.4273817,8.3724049,8.506592,12.3004325,12.952085,4.0952709
24-32,21.9573656,9.6722918,11.8273364,9.4764596,16.5024264,3.8748527,9.2164571,12.3720669,12.8753022,3.8748527,3.8748527,9.3078206,9.9272453,11.8912816,15.6106643,14.5007889,23.6601014,21.217195,8.7584278,10.1268895,8.4249397,12.7588543,11.0104428,15.5305047,18.8497916,18.1979546,23.4923273,13.8760413,15.6874795,18.7049009,12.2841642,11.1404693,8.9426031,10.4746966,13.470127,11.2129418,18.5296763,3.8748527,11.3283298,8.8422751,8.4709884,9.0042191,11.6467207,3.8748527,7.3187161
24-33,20.5285677,10.1009928,13.0585262,11.892389,26.3984168,3.9250477,10.6157991,12.4546943,14.9277952,7.88499,12.0138027,11.0148701,10.3238928,18.0015005,18.2004532,16.1062257,17.7351456,16.8819325,9.647275,11.7809843,3.9250477,11.6483692,11.7736864,20.0312436,20.344151,14.1804747,20.692781,14.1504642,17.4149034,17.5731298,12.8510151,12.3349225,10.3533013,3.9250477,12.3715975,12.7183865,21.241273,6.4464783,10.5765296,16.9206909,9.6559736,3.9250477,13.6953077,3.9250477,10.0627492
24-34,23.896024,8.2088598,9.0559386,7.9340968,11.8281539,3.8754428,7.6332448,10.8139367,11.0981022,3.8754428,9.479389,3.8754428,3.8754428,10.6500796,18.4357396,11.005395,15.6832738,14.9129606,7.3347633,3.8754428,3.8754428,11.1783758,10.159644,14.9640255,16.2192835,12.57526,15.9345475,8.8889417,16.0090097,12.6588347,10.8235194,11.1526808,9.4607707,3.8754428,14.6121281,10.4788463,24.2279838,11.2968438,10.6043801,11.3569752,6.8916403,8.7902112,11.7991157,11.0480548,9.3094353
24-35,46.8467919,9.7761876,11.3743057,9.4561204,13.9425341,3.9067095,6.9792491,12.1822425,17.1240141,3.9067095,3.9067095,3.9067095,3.9067095,10.1727886,17.1872658,13.0176346,15.7616695,25.7736793,6.0543449,8.0233973,9.4641087,8.0705717,12.4167195,15.6267375,19.7627371,16.4115722,23.3417499,14.9648565,12.0257934,20.3153135,12.8550354,10.3623016,10.7765047,11.616412,12.7992186,10.9183519,24.9928607,3.9067095,12.2171045,10.2866374,8.6876996,12.6332045,14.3243712,14.1416359,8.6629044
24-36,22.1819715,10.3354487,4.4852943,10.3123995,16.2319267,4.4852943,4.4852943,9.1390257,4.4852943,4.4852943,13.7059352,4.4852943,13.907895,10.8004872,11.3682236,4.4852943,22.2873433,24.1104144,4.4852943,14.5287042,4.4852943,18.1812007,4.4852943,23.2651293,14.7212581,4.4852943,20.3817734,4.4852943,16.4578499,12.5116092,5.9356406,12.4590471,4.4852943,4.4852943,4.4852943,9.7803297,21.8843976,4.4852943,10.8846888,4.4852943,4.4852943,11.697513,9.0718874,4.4852943,4.4852943
24-37,21.7721472,10.4179744,13.7858533,13.8399499,22.8200342,11.2145927,11.8423619,12.1907732,12.3864328,3.9004228,13.7601056,3.9004228,9.6969095,16.8978333,19.597119,16.5493575,22.8084529,25.3589733,6.0979793,3.9004228,9.5524765,13.8413694,15.4212771,20.291966,14.0767574,19.7508959,30.3064755,14.5448826,17.6361643,17.566353,15.0593308,13.7496148,10.6313138,8.8329072,20.9560319,14.2751911,24.5076433,3.9004228,10.9499151,3.9004228,5.3099615,7.7344511,10.6989378,3.9004228,9.021872
24-38,40.1301,11.0055674,24.5475377,20.1247965,42.593314,4.2551059,16.8931514,18.6804699,21.9427931,4.2551059,20.2551632,4.2551059,4.2551059,36.7806296,25.7086448,24.09987,20.6334056,57.1391806,8.5752246,4.2551059,4.2551059,4.2551059,13.4670467,15.2170818,17.8645356,24.3879108,37.919757,26.8402558,24.8671922,27.3610666,19.9258823,14.9390056,13.614605,11.8429144,4.2551059,15.7308914,24.4268216,4.2551059,12.0726825,4.2551059,4.2551059,12.7005748,17.8583651,4.2551059,17.3598065
24-39,16.6609254,10.0250845,8.4389791,11.3117418,13.8253356,8.2614307,7.9178775,13.3993962,12.8535603,3.8229374,8.1620249,10.7188314,10.488565,9.6325775,10.6677007,14.8664069,21.6395157,16.3292621,8.7807258,11.4109269,3.8229374,15.127761,12.2919321,17.4413526,15.5357561,15.786114,10.1677673,10.6756044,16.4958859,21.4653396,10.9633576,10.3230815,10.1182645,8.7283748,11.9154979,14.1765252,24.2584373,10.3887003,12.0710894,10.8794456,8.1835904,8.9412186,11.3291375,14.0478973,7.955797
24-40,13.9858615,8.196161,9.3794858,7.2375422,12.1535092,11.103131,8.0445788,12.8202953,12.6639156,3.9182021,3.9182021,9.3126027,10.0679555,9.6176285,12.83261,13.7605303,15.6337264,11.426715,11.9919042,8.6237952,13.5354038,15.1801869,12.6622157,12.6721914,15.8118931,15.7012822,13.8676538,10.3677257,23.5349785,14.4042404,12.1319725,13.3612679,10.6567196,9.6951025,10.899683,10.8022404,12.9308267,3.9182021,14.3201374,10.5257926,7.5058155,9.3129931,13.1705702,3.9182021,8.0876113
24-41,31.1536569,4.2949198,4.2949198,9.6513849,19.4899198,4.2949198,7.3208044,4.2949198,22.2796261,4.2949198,4.2949198,4.2949198,4.2949198,18.9548717,14.7870184,13.396291,33.698461,23.1152884,6.7126919,4.2949198,4.2949198,4.2949198,4.2949198,13.0884536,20.9110494,15.0876538,24.2400807,14.9974738,23.3669046,22.4097172,4.2949198,12.40943,11.4678048,10.7398351,15.2487114,11.6360443,21.4500621,4.2949198,15.3407452,4.2949198,4.2949198,10.7954341,9.4238439,11.2221027,9.5444898
24-42,26.8775743,8.529453,3.9629861,10.1832115,11.4675062,3.9629861,9.4989321,10.4657051,18.4062141,3.9629861,10.4392532,3.9629861,10.4540776,19.0644769,16.2491522,15.6777852,29.0405987,24.4087753,5.4244123,3.9629861,3.9629861,13.1270739,9.8099549,14.8970184,21.0207133,19.3689007,20.8019732,16.3008419,16.8920337,14.9324168,11.6121699,3.9629861,9.9356392,12.8272503,17.2313145,11.9115611,16.7422032,3.9629861,12.3042297,9.6979324,9.4997438,3.9629861,13.5353335,3.9629861,8.8403942
24-43,18.4510363,9.6359502,15.9541481,13.0008361,11.7141346,3.8610646,6.3538251,11.9722979,14.0152528,3.8610646,14.2897937,14.4066179,14.1635116,17.7724737,10.5296103,17.8312448,17.5295817,13.430153,11.5371136,12.2945356,3.8610646,13.7820045,11.104017,18.6489681,15.8827431,14.0677427,14.9122644,15.8080111,14.1970235,20.7737094,13.4489989,12.9160803,9.3813012,9.7767188,12.3314297,13.0119976,16.5921347,11.6233207,11.3808903,14.8514025,7.8397772,9.3171452,14.1147028,11.3064678,9.4831314
24-44,16.166969,8.9323768,11.1548356,10.1980032,19.9511176,3.8409203,7.3589313,12.5452838,15.298696,3.8409203,9.9084617,8.2729893,11.2060342,11.456761,12.8816986,10.4977219,20.335258,14.4843103,10.8935326,9.1511752,3.8409203,10.7638597,10.3938809,16.9624816,18.6959074,14.5308388,15.1190395,9.7881752,17.1457056,18.0208648,10.38841,11.6033513,9.362934,3.8409203,10.048782,11.6163345,19.932617,3.8409203,12.5196872,11.0071676,8.662589,7.7641551,14.1674825,15.7893146,9.1863352
24-45,52.1940715,10.3453221,12.9409128,9.5900763,32.5508299,3.9733309,8.7504761,12.8573035,13.2452358,7.5975932,3.9733309,3.9733309,3.9733309,18.330897,23.3592587,12.8835889,14.6654517,42.3924724,7.4097736,6.4525301,3.9733309,10.5328153,3.9733309,19.216584,21.129037,14.2278122,14.9721224,12.0159575,14.0124774,20.1477393,14.311228,13.5342448,9.4253288,10.6221897,9.086555,12.5828667,20.667496,3.9733309,12.5697547,11.4492242,8.6780985,9.7131881,12.5717607,10.3698479,3.9733309
24-46,20.3416257,10.3220876,11.0370629,10.5950156,11.3764316,4.027237,8.5498843,13.0822204,20.9985824,4.027237,8.5216863,11.5273083,11.4152393,8.1867931,11.4061562,15.8422267,25.359872,23.2269918,6.7012097,8.6673311,7.3125317,18.1381036,13.923677,28.7800648,16.8549257,16.9133129,20.0294859,12.9683699,14.1288528,19.184463,14.5091819,10.5455146,12.4983353,4.027237,16.4966418,15.5666651,21.5915946,4.027237,12.3122686,13.4292051,8.0240124,10.6058028,12.3437442,17.3573641,6.9093912
24-47,23.282378,4.1908774,12.9400737,10.1729116,23.464673,13.5611808,7.4243502,13.0041291,13.5778452,4.1908774,4.1908774,4.1908774,4.1908774,13.7664575,22.6023284,11.9614301,16.4594945,21.4423676,6.2097817,9.3305437,12.025123,14.6736608,4.1908774,16.7772047,23.0764348,24.2392948,36.7329914,14.7515039,20.1414594,18.7204538,18.3958496,14.8854426,9.8352541,12.150104,34.9926255,11.5312132,21.9060184,4.1908774,14.3741752,10.6581843,4.1908774,4.1908774,12.6164221,11.6411061,9.6276157
24-48,29.6843526,4.0934493,18.3719,16.5244203,18.7346319,4.0934493,9.3420872,13.6808565,16.5754751,4.0934493,18.0999816,11.6236873,12.5500917,22.9880571,16.1839675,25.7931326,22.7159319,16.6664309,12.1875,12.7127897,10.3956838,13.719681,11.3495357,19.3387327,27.0729534,19.6544227,4.0934493,19.4936178,16.1307429,18.0512912,15.7839985,13.2616088,11.9546312,16.4082911,8.77083,17.1216434,21.2656408,4.0934493,11.7413332,4.0934493,9.7867012,8.5489372,14.1461859,4.0934493,9.660139
24-49,28.1697745,9.2918404,19.5862417,17.1961162,27.6177404,4.1239934,9.9964916,13.3777192,13.4019268,4.1239934,15.9258985,4.1239934,10.8914155,20.0802914,11.1377863,17.4960081,13.7351444,21.7168839,7.4215004,4.1239934,4.1239934,4.1239934,15.0393663,17.223296,18.6683403,19.2268507,19.841269,18.0020722,14.5518906,20.2192092,13.8173978,10.987153,10.8036803,4.1239934,12.9747758,11.1045798,23.7914308,4.1239934,10.0649908,4.1239934,6.499108,4.1239934,9.5858868,11.0245021,10.9606612
24-50,20.1130293,9.385216,16.3664887,13.8304654,12.7085569,4.0194063,8.5280605,12.7212848,14.6267132,4.0194063,17.672603,4.0194063,4.0194063,19.3682767,15.5346887,18.6477374,21.3895184,17.4743088,11.0558382,4.0194063,9.8015142,14.6068996,12.8214826,19.188372,12.8429162,17.625115,23.2134432,16.5341141,13.62394,15.6751606,13.3765548,13.0905374,12.7743147,9.5428297,11.6402758,14.2326039,21.3596857,8.7687527,9.5506799,15.9016812,4.0194063,10.044543,12.9979008,9.770868,4.0194063
24-51,18.0023925,10.3133692,9.7093171,11.450856,13.0956877,3.763794,8.4768246,11.9978646,18.3815335,8.0150186,9.776332,9.3806202,10.0319648,12.0869493,14.7716528,15.4322449,22.2216546,22.1434639,8.2217542,11.0145995,7.9801238,15.4513864,11.2838962,21.1850717,15.583961,16.4732652,22.6546578,11.9044456,14.1121743,17.5173527,12.598709,11.5201123,11.2361915,10.2850054,14.3553847,15.4506902,19.6809764,10.5120062,13.3192138,9.7861024,8.1279422,10.7830281,10.8550179,14.4034836,7.8650074
24-52,13.2579216,9.0383145,12.1873822,10.0891329,19.4683347,3.8944811,7.4405221,11.8876211,15.0242406,3.8944811,3.8944811,3.8944811,10.8922527,13.5428737,13.5497581,12.6168206,17.2508018,14.079506,11.2834253,8.9763753,11.5349318,12.4807742,11.6025966,10.0743673,18.7041387,16.7091709,12.8333701,11.6569455,16.3688933,19.4151798,14.0341512,11.694333,9.0375809,9.8604883,10.4241645,11.6727852,19.0961028,3.8944811,15.6237929,11.1352289,3.8944811,9.678775,14.2392992,3.8944811,8.3134485
24-53,13.3512053,8.9957932,8.6485815,11.0176217,9.3172984,8.2116267,8.2733901,11.4970274,14.4807087,3.8406638,9.1741058,3.8406638,11.5061451,9.6290038,10.7563631,12.0091606,20.4129806,11.6934558,9.1244604,11.3673742,7.0915942,11.7729313,11.6835097,19.6817321,13.4791171,11.7086151,12.4562378,7.6830616,12.3149526,21.213938,10.4375654,8.6168538,11.6702527,10.2774926,9.0953493,14.3768428,17.7441104,10.369425,13.3476444,12.0964793,9.0930957,9.6257637,11.6640228,18.3678169,8.3390026
24-54,11.7709948,10.1229741,13.7382744,8.8246326,16.0319397,11.8976399,7.8853388,11.5692752,13.1556007,3.9577244,10.0390772,12.1717899,3.9577244,3.9577244,15.3733631,12.3900502,14.6631109,10.1556478,10.3346616,3.9577244,9.6250403,16.576596,12.8389082,16.4523,16.3559301,13.2630742,12.3516475,9.8202004,18.1475829,12.0884642,13.4747791,12.8167146,11.9126148,9.7471403,15.8697538,10.2725731,13.338608,3.9577244,13.0489994,11.9133105,8.971468,20.0529138,13.660085,3.9577244,3.9577244
