,Etv5,Slc7a7,Col18a1,Upp1,Nanog,Htra1,Tdgf1,Klf4,Sox2,Bbs2,Cds1,Sgce,1190005I06Rik,Sparc,Sdc4,1700019D03Rik,Acot9,Ifitm2,Klf5,Aldh7a1,Esrrb,Dnmt3a,Tfb1m,Spry4,Nptx2,Fgf4,Akap12,Pigl,Sqle,Basp1,Cidea,Klf2,Tspan17,Cdca7,Dnmt3b,Fgfbp1,Ifitm3,Otx2,Tcf7,Asrgl1,Cth,Tcl1,F2rl1,Cldn4,Rbm14,Fpgs,Klf9,Mycn,Rtel1,Slc2a3,Msrb2,Stat3,Ifitm1,Pim2,Schip1,Tdh,Nodal,Fgf15,Ddit4,Morc1,Socs3,Rest,Phc1,Hexa,Galk1,Rcor2,Car13,Pim1,Bad,Klf6,Nr5a2,Fxyd6,Id3,Stoml1,Slc7a3,Egfl6,Spry2,Zfp64,Sall4,Rab12,Thumpd3,Gbx2,Pou5f1,Nes,Lefty2,Zfp7,Pla2g10,Trp53,Zap70,Gldc,Kcnk1,Stra8,Myc,Cdc42ep4,Nefl,B3gnt7
cell_52,4,2,3,4,4,2,9,0,3,1,0,2,0,4,2,0,0,2,11,1,13,3,1,1,1,3,3,0,1,0,0,1,1,6,3,3,4,0,0,0,2,0,2,0,0,0,3,1,1,2,0,0,2,1,1,12,1,1,1,0,4,2,5,0,2,3,0,1,2,1,2,1,0,1,8,1,1,2,3,2,2,2,30,1,1,2,2,3,0,0,0,0,1,1,0,5
cell_53,6,0,1,4,1,2,3,3,7,1,1,0,0,3,1,0,1,1,8,0,10,6,0,1,1,0,4,2,0,2,1,0,0,1,6,1,1,2,0,1,0,1,2,0,1,1,0,3,1,7,1,4,1,0,0,12,1,0,0,1,3,1,4,1,0,1,0,0,0,1,1,2,1,1,1,0,3,0,3,1,0,4,14,0,1,1,1,0,0,4,1,2,1,4,0,12
cell_54,0,1,1,0,1,1,5,0,3,0,0,0,1,3,0,0,0,1,5,0,1,2,0,1,0,0,0,1,0,1,0,2,2,0,1,0,0,0,0,2,1,0,1,0,0,0,0,3,0,5,0,2,1,1,0,1,0,1,0,0,1,0,4,1,3,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,0,6,0,0,1,0,0,1,1,1,1,1,0,0,3
cell_55,4,0,2,2,1,0,9,1,8,0,0,0,0,3,2,0,2,2,7,4,1,2,1,2,2,1,1,0,0,1,0,9,1,0,1,0,0,1,1,0,2,0,0,1,2,1,0,0,2,6,2,1,0,3,2,5,0,1,0,0,4,0,3,0,2,1,0,2,1,0,2,0,0,1,1,2,3,1,7,1,2,6,20,1,0,1,0,0,1,3,0,0,0,1,1,2
cell_56,0,1,1,2,0,2,2,3,2,0,1,0,0,4,2,0,0,0,1,1,0,2,1,0,1,0,3,0,0,3,0,3,0,1,1,1,0,0,0,0,0,0,1,1,0,3,0,0,1,9,1,2,0,0,1,1,0,0,0,0,2,2,3,1,2,2,2,0,1,0,0,0,0,0,0,2,3,0,1,0,0,1,18,0,0,1,1,0,0,2,0,0,0,1,0,0
cell_57,3,2,3,3,5,0,3,1,4,0,1,2,0,2,2,0,0,7,2,2,5,2,1,1,1,3,2,1,0,3,1,0,0,0,1,0,0,0,0,0,1,0,5,0,2,3,1,0,0,7,0,3,1,2,0,29,2,0,0,0,0,1,3,1,1,1,0,0,1,2,1,0,1,0,0,1,0,3,5,0,0,1,16,1,0,0,0,1,1,1,0,0,1,1,0,3
cell_58,6,1,1,2,2,1,5,2,1,1,0,0,0,1,0,0,2,0,5,0,3,0,0,3,3,1,2,0,1,1,0,3,1,4,2,1,0,2,3,3,0,2,0,0,0,0,2,4,0,3,2,1,3,1,0,8,0,0,1,1,1,1,5,1,0,0,1,0,1,3,2,0,3,0,4,0,1,2,1,0,0,2,20,1,0,1,3,0,0,1,1,0,0,0,0,3
cell_59,1,0,0,2,0,0,0,2,5,0,1,3,1,2,1,1,0,2,0,1,5,1,0,0,1,2,3,0,0,2,1,0,0,0,5,1,0,0,1,0,2,0,1,0,1,1,1,1,0,10,1,2,0,1,0,5,0,0,3,0,4,0,1,0,4,0,0,1,0,4,0,0,1,0,0,0,1,0,4,2,0,3,5,3,0,0,0,3,0,9,0,1,1,0,0,1
cell_60,9,2,2,4,5,3,3,5,6,0,2,0,0,5,1,0,0,2,8,2,11,3,0,3,0,0,3,3,1,1,1,0,0,3,5,0,2,2,1,0,1,0,0,0,1,2,2,1,0,14,0,7,0,1,0,19,1,1,1,0,2,3,12,0,2,4,2,1,1,5,1,1,0,0,0,1,3,0,6,0,1,1,27,0,3,1,2,8,0,4,2,1,3,3,1,2
cell_61,6,0,4,0,21,2,9,3,4,2,0,0,0,7,2,1,0,2,2,0,9,4,1,3,0,1,2,2,3,0,1,9,0,1,2,0,2,0,0,0,0,0,1,0,4,0,1,11,1,8,0,1,2,5,1,9,0,3,3,0,1,5,5,3,1,2,1,0,0,2,0,2,1,3,1,2,1,0,3,3,1,0,21,2,1,1,0,0,0,2,3,0,1,0,0,2
cell_62,1,0,4,1,7,2,6,4,6,0,1,0,0,8,0,2,0,1,3,2,3,1,0,1,0,3,4,1,1,1,1,11,0,1,1,3,1,0,3,4,3,4,2,1,1,2,0,2,0,8,1,2,4,0,0,14,0,0,0,0,5,0,4,0,1,3,0,0,0,2,2,3,1,1,3,1,0,0,8,0,0,0,17,0,0,0,0,4,1,1,1,2,0,1,0,2
cell_63,1,1,2,0,3,0,4,2,1,0,2,0,0,4,0,1,0,0,2,1,10,1,1,1,0,1,3,1,0,2,1,3,0,2,2,1,0,0,1,0,2,0,1,2,2,1,0,0,0,5,1,1,2,0,0,5,1,1,0,0,1,1,9,0,0,1,0,0,0,1,2,0,0,0,1,0,0,2,2,0,0,5,7,0,0,1,0,1,0,3,0,1,0,0,0,2
cell_64,3,0,2,0,4,4,1,2,6,3,1,0,4,6,1,0,0,1,6,1,2,2,0,4,0,2,3,1,2,2,0,2,2,5,5,0,0,3,0,1,1,1,4,0,0,1,2,0,0,4,1,2,3,2,0,18,2,2,0,0,0,2,1,1,0,3,1,0,1,2,1,0,0,1,3,3,0,2,8,1,0,2,23,0,1,0,2,2,1,0,1,0,0,0,0,2
cell_65,7,1,2,5,0,1,3,2,1,1,0,0,0,1,0,1,0,1,1,1,1,2,2,1,0,2,5,1,0,4,1,2,1,2,4,1,1,0,2,0,0,1,0,0,2,5,0,0,0,4,0,2,1,1,0,14,0,0,2,1,2,0,3,0,1,4,2,0,1,2,0,0,3,2,2,0,1,1,2,1,3,1,24,1,0,2,0,5,0,1,0,0,5,0,1,7
cell_66,0,2,9,1,1,1,8,1,1,1,1,0,1,10,1,0,0,0,5,1,0,1,1,0,1,0,2,1,2,1,2,4,0,2,1,2,0,1,1,0,0,0,2,1,0,2,0,2,2,8,1,2,1,1,1,2,2,1,4,1,1,1,4,2,1,4,1,1,1,1,2,2,1,0,1,2,1,0,2,0,2,0,20,0,0,0,0,1,1,0,0,0,1,0,1,4
cell_67,2,0,2,3,0,2,2,1,10,1,0,0,1,3,1,2,0,3,1,0,4,2,0,0,1,1,3,0,0,2,0,1,0,2,3,1,3,0,1,2,1,2,1,1,2,5,0,7,2,12,0,3,6,2,2,16,2,2,2,2,1,0,3,0,3,0,0,3,0,5,3,2,0,0,1,2,0,7,2,1,1,0,12,1,1,0,0,1,0,6,1,0,3,1,0,2
cell_68,0,1,1,2,3,1,1,1,4,0,3,1,0,2,1,1,0,0,0,2,0,3,0,0,0,6,4,1,0,1,1,3,0,1,0,2,0,0,0,1,1,0,1,3,1,2,4,1,2,3,0,1,0,0,1,3,1,0,0,1,1,1,3,1,1,1,0,1,2,0,1,3,0,1,0,0,1,1,2,4,0,0,7,0,0,0,2,1,1,1,0,1,0,0,0,1
cell_69,6,1,4,1,5,1,5,4,1,3,0,0,0,5,3,0,2,4,8,0,11,1,1,0,1,1,3,3,2,4,2,0,1,2,2,1,0,0,0,1,1,4,1,0,2,1,1,1,1,3,0,3,2,5,0,13,1,1,0,2,3,2,2,2,0,3,2,2,0,1,3,0,0,1,3,1,0,0,4,1,1,1,19,1,0,0,0,1,1,4,5,2,2,3,0,1
cell_70,1,2,2,3,2,1,3,3,3,2,1,1,2,3,1,0,0,1,0,0,3,2,0,2,1,3,1,1,1,1,0,2,0,3,3,3,2,0,0,0,1,0,2,0,0,0,2,0,0,2,1,2,0,1,0,19,0,0,0,2,3,0,5,1,0,2,0,0,1,1,2,2,0,2,0,0,5,0,2,3,1,2,15,1,0,3,1,1,1,3,0,0,1,0,0,6
cell_71,3,0,0,0,2,2,3,2,5,1,1,0,0,3,0,0,1,1,1,2,6,1,0,2,1,0,0,0,0,1,2,0,0,2,4,0,0,0,0,0,2,0,4,0,0,0,0,1,0,1,0,2,2,0,0,16,1,0,0,1,3,1,3,1,0,0,0,0,0,1,2,3,1,0,0,1,0,2,2,1,0,0,10,0,1,2,0,5,0,0,1,0,0,1,1,1
cell_72,2,0,4,5,1,0,4,4,7,0,0,0,1,2,1,1,1,1,5,3,6,1,1,1,0,3,1,1,3,2,0,3,1,1,2,3,0,1,1,1,1,1,1,1,2,1,0,2,2,5,0,4,0,1,0,15,0,0,1,1,2,1,4,0,2,4,0,1,1,1,2,1,0,2,2,0,0,0,2,1,0,0,21,0,1,3,1,1,1,1,2,1,2,1,2,3
cell_73,6,0,2,0,9,4,6,8,7,2,0,0,0,7,2,0,2,1,2,2,6,1,0,0,0,4,5,1,3,5,0,3,0,4,9,1,2,3,1,0,7,1,4,0,1,3,5,2,2,6,1,2,4,2,0,14,1,2,1,0,1,2,7,0,0,2,2,0,0,3,1,1,0,0,0,1,1,0,7,0,0,0,20,1,0,2,0,2,1,0,0,2,1,0,0,0
cell_74,3,1,2,1,1,0,4,2,13,2,0,0,0,3,2,1,1,1,2,2,1,0,0,1,1,5,4,1,0,0,0,2,0,0,1,0,0,1,1,0,3,0,0,0,0,2,1,1,0,4,0,3,0,0,0,14,2,0,0,0,3,1,5,0,3,0,0,0,1,2,1,0,0,0,4,1,0,2,6,0,1,1,18,0,0,0,2,2,0,0,0,0,1,1,0,1
cell_75,4,1,1,2,4,1,12,9,9,0,0,1,0,4,3,1,0,2,6,2,6,2,0,3,2,2,2,0,3,0,0,4,0,3,1,0,1,0,0,2,2,0,1,2,1,0,0,0,2,6,0,5,1,2,1,16,1,1,0,6,6,4,2,0,0,3,2,0,0,0,1,1,7,0,2,5,3,0,6,2,1,1,13,1,2,2,1,1,0,4,1,1,1,1,1,4
cell_76,4,1,2,5,4,5,2,3,3,0,1,0,0,2,1,1,0,8,5,2,0,2,1,3,0,0,3,0,0,2,0,4,1,4,5,1,0,1,0,1,1,1,1,0,0,3,1,2,0,5,1,1,5,0,1,3,1,0,0,0,3,8,4,0,2,3,0,0,0,2,1,0,1,1,0,0,0,7,8,2,0,0,17,1,1,2,1,1,0,3,0,0,1,1,0,3
cell_77,2,2,1,0,1,6,7,0,7,1,0,2,2,8,4,0,0,3,4,2,5,2,0,2,0,1,3,2,1,2,3,5,0,1,13,0,2,6,0,0,0,1,4,1,2,0,2,5,1,9,2,3,1,2,1,3,1,1,0,0,14,0,1,0,0,3,1,0,2,4,5,3,1,1,1,0,1,2,7,3,2,3,32,1,2,2,0,4,1,0,1,1,1,1,0,3
cell_78,0,0,0,3,1,4,3,1,5,1,0,0,2,0,0,1,3,1,2,0,4,0,0,0,0,3,3,0,1,2,0,0,0,1,0,4,1,0,0,2,0,0,2,1,1,0,0,0,1,9,1,4,1,2,1,9,1,0,0,0,1,0,2,2,0,2,0,0,0,2,2,0,4,2,1,0,0,0,3,1,4,3,21,2,1,0,1,3,1,0,0,0,1,0,0,3
cell_79,7,1,1,2,2,1,3,2,9,2,1,0,0,4,1,0,0,0,8,1,6,0,1,1,1,0,1,0,0,1,0,2,0,0,3,2,1,0,1,1,0,1,1,2,2,3,4,3,0,1,1,0,2,0,0,5,2,0,0,1,5,2,5,0,1,1,0,1,1,2,3,0,0,1,0,1,0,1,1,0,0,0,12,2,0,0,0,0,1,0,0,0,0,0,0,3
cell_80,0,0,0,1,1,0,8,1,1,1,0,2,1,2,4,1,2,0,8,0,2,2,0,0,1,0,2,0,0,1,2,1,0,2,2,0,0,0,0,0,1,2,1,0,1,0,1,0,1,1,1,0,0,0,0,8,0,0,0,2,1,2,1,0,1,1,1,0,0,2,0,2,2,1,0,0,1,1,2,0,1,0,16,0,0,0,1,0,0,1,0,0,1,2,0,3
cell_81,0,0,1,0,3,1,4,1,2,1,0,0,3,3,1,1,1,0,3,0,2,2,0,0,2,0,1,0,0,2,0,1,1,2,1,0,0,0,0,1,2,0,1,1,1,0,1,0,0,2,0,0,0,2,0,7,0,0,1,2,0,0,3,0,0,0,0,0,0,3,0,1,1,2,2,1,1,0,1,2,0,3,16,0,0,0,0,1,0,0,0,0,0,1,1,1
cell_82,1,1,0,0,6,1,5,1,9,2,1,0,0,1,1,0,1,1,9,1,7,0,0,0,1,0,2,0,0,1,0,0,0,0,8,2,0,0,0,0,1,1,2,0,0,1,1,0,4,3,1,1,7,0,0,13,1,0,1,0,0,2,3,1,0,1,1,1,1,1,0,2,0,1,3,0,1,0,5,0,0,4,20,0,1,0,1,3,0,1,0,0,2,4,0,2
cell_83,8,2,5,0,5,2,5,3,5,5,1,0,0,3,4,1,4,0,6,7,7,2,2,1,1,1,2,0,0,4,1,11,1,7,5,0,0,1,1,1,1,0,1,1,0,2,1,6,1,7,2,7,4,3,1,13,0,1,1,1,1,3,12,1,1,4,0,2,1,2,1,1,1,0,2,0,1,1,3,1,0,1,31,1,0,5,2,3,1,1,3,1,1,0,2,3
cell_84,4,0,3,0,9,6,4,2,16,0,1,1,0,3,1,0,0,6,2,3,13,2,2,1,0,3,7,4,5,4,0,3,4,2,3,0,0,3,4,1,0,1,0,0,3,1,3,2,5,12,0,3,5,4,0,16,1,2,1,1,2,1,8,1,1,1,1,0,0,0,0,2,1,0,0,1,0,4,7,1,0,0,18,4,1,0,0,2,0,2,1,0,4,1,0,5
cell_85,3,0,4,2,3,5,6,0,13,2,1,1,2,5,1,0,0,5,9,1,2,8,1,1,1,2,2,2,2,0,0,2,0,2,1,2,1,4,0,2,1,3,2,1,2,0,0,0,1,7,1,0,1,0,0,6,2,0,2,0,2,1,6,0,0,2,0,0,1,2,4,2,2,3,2,0,1,1,8,1,2,0,13,2,0,0,0,2,0,2,0,1,1,1,1,2
cell_86,1,1,5,0,2,7,9,6,4,2,1,0,1,4,0,1,0,3,18,1,5,2,1,3,1,1,10,0,3,0,0,6,2,0,1,2,3,0,0,1,1,2,0,0,3,1,0,1,0,5,0,4,0,0,0,11,1,2,2,1,1,3,6,2,2,2,0,0,0,3,2,1,0,0,0,2,1,1,2,0,1,0,25,1,0,0,1,4,0,0,0,0,1,3,0,2
cell_87,9,0,1,0,2,5,7,3,7,2,1,0,0,6,2,1,1,0,2,0,2,1,2,2,1,0,3,2,4,0,1,3,1,5,7,1,0,2,0,1,2,1,2,0,6,1,2,0,0,4,2,1,0,2,0,6,0,1,0,0,1,2,3,0,3,1,1,0,1,2,2,0,1,1,0,0,2,1,7,0,0,1,21,0,0,0,2,5,0,0,0,0,0,0,0,0
cell_88,1,1,1,0,1,0,4,4,0,0,0,0,0,1,0,0,0,0,3,0,1,0,1,1,0,0,1,0,1,1,2,0,0,0,3,2,0,0,0,0,1,0,0,1,0,1,0,0,0,2,0,0,0,2,0,3,0,0,0,0,2,1,2,0,0,0,0,0,0,0,1,1,0,1,2,0,0,1,2,1,0,1,5,2,0,0,0,0,0,1,1,1,0,0,0,4
cell_89,3,0,1,1,8,3,1,6,7,1,2,3,0,11,4,2,3,8,10,1,4,1,3,2,2,1,2,1,0,0,0,7,1,3,5,2,1,2,0,1,1,1,1,4,0,0,8,2,3,10,1,0,1,2,1,13,1,0,1,0,1,1,1,1,0,2,1,1,1,2,3,0,0,0,4,0,2,0,4,0,1,2,18,1,0,2,2,3,0,0,1,0,1,4,0,2
cell_90,3,1,2,4,5,6,13,7,21,0,2,3,2,7,4,3,0,4,5,1,11,4,1,2,2,6,6,1,2,4,0,5,2,4,8,4,3,4,3,1,3,4,1,1,2,2,3,4,3,13,1,5,3,1,1,13,2,1,2,0,11,3,6,0,1,1,0,0,1,2,6,0,1,3,2,4,6,3,9,2,5,3,35,4,1,1,1,4,2,4,3,2,2,4,1,1
cell_91,0,0,1,1,3,3,1,2,3,0,1,2,0,3,0,1,0,2,1,1,6,1,1,0,0,4,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,3,3,1,2,2,0,3,0,1,0,0,1,7,1,0,1,0,2,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,10,0,0,0,1,1,0,0,0,0,1,2,0,1
cell_92,2,1,2,0,13,0,11,2,9,1,0,0,0,4,1,1,0,4,2,2,5,1,1,1,1,3,5,1,2,1,0,4,0,5,7,0,2,1,1,0,0,2,0,0,0,1,2,2,0,11,2,0,4,2,0,12,2,1,1,2,6,0,4,0,0,0,2,2,0,5,2,1,0,1,2,0,1,0,7,0,0,0,16,0,0,1,0,3,2,1,0,0,2,1,1,3
cell_93,4,2,2,0,4,3,5,4,7,1,0,0,0,5,0,0,0,0,2,0,6,0,0,1,1,0,2,0,1,1,0,3,0,4,3,2,0,0,0,1,2,0,0,0,0,1,2,0,0,2,0,3,0,1,1,8,0,0,0,2,0,2,0,2,2,1,2,0,0,3,1,0,1,0,0,1,1,0,2,0,0,0,5,0,0,1,0,1,0,1,1,0,2,1,0,0
cell_94,5,0,0,1,5,2,2,5,2,0,1,1,1,1,3,0,0,4,3,1,7,0,1,1,0,0,3,0,1,1,1,2,1,1,3,0,0,2,0,1,4,1,0,0,0,3,1,1,0,5,1,3,1,1,0,10,0,0,1,1,1,3,2,1,1,1,2,0,0,0,0,0,0,5,0,1,1,1,0,0,0,1,13,0,1,1,0,1,0,1,0,0,0,0,0,1
cell_95,2,2,1,2,4,6,7,6,5,2,1,0,2,4,1,1,1,1,3,3,5,2,1,2,4,1,3,3,2,2,1,6,0,2,3,0,1,0,2,2,1,1,2,2,0,5,3,1,1,4,1,0,1,1,0,17,0,1,0,2,3,3,12,2,0,1,1,1,2,3,0,0,1,2,7,1,0,1,4,2,0,0,23,5,0,1,3,6,0,0,1,0,1,4,0,3
cell_96,3,3,3,6,6,7,15,6,13,2,2,0,1,5,3,1,1,1,6,6,6,3,2,4,0,5,2,0,0,1,1,5,1,3,9,0,1,1,2,2,2,0,3,1,4,2,5,4,2,10,1,2,4,2,0,32,3,0,1,3,0,6,5,1,1,2,3,1,1,1,2,1,1,3,3,2,4,2,6,1,1,1,31,2,1,1,2,7,1,1,1,1,0,2,0,5
cell_97,1,0,0,4,4,1,3,2,3,0,1,0,0,1,0,0,0,0,1,0,2,0,0,1,0,1,2,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,9,2,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,2,1,1,1,0,0,1,0,19,0,0,0,0,1,0,0,1,0,1,0,0,0
cell_98,3,1,3,8,6,3,8,3,4,3,0,1,2,7,1,1,0,0,1,0,5,2,1,3,0,0,3,0,0,2,1,15,1,3,2,0,1,0,3,3,1,0,2,0,1,3,1,1,6,10,1,2,1,3,1,20,1,0,1,1,9,5,5,1,2,1,2,2,2,1,6,1,0,0,1,2,0,1,5,0,1,0,37,4,1,2,2,11,1,1,0,0,1,0,1,6
cell_99,0,1,4,0,4,4,9,3,0,2,1,0,0,5,3,1,1,2,2,3,1,2,0,5,1,4,1,1,0,1,1,0,1,1,3,0,2,2,1,1,1,0,1,0,1,0,1,1,2,10,2,2,5,2,0,2,1,2,0,0,4,0,1,0,0,2,4,1,1,2,1,1,1,2,0,0,2,1,3,0,0,1,3,1,0,0,1,4,1,2,1,1,3,4,1,9
cell_100,1,2,3,2,2,0,8,1,3,2,1,0,0,4,4,0,1,1,5,4,1,2,1,0,0,0,6,0,0,1,0,8,0,0,1,1,0,4,0,2,2,0,1,0,0,2,0,0,0,4,0,1,0,0,0,13,1,0,0,4,0,1,4,3,2,2,2,0,1,1,0,0,2,0,2,1,0,0,5,0,0,1,15,0,2,0,0,3,2,0,1,0,0,2,0,3
cell_101,3,0,0,1,5,0,6,0,3,0,0,1,0,3,2,0,0,1,6,2,3,0,1,0,0,1,3,0,0,2,0,5,0,2,0,1,0,0,0,1,0,0,0,1,1,0,0,0,2,6,0,0,0,0,1,9,5,0,1,2,1,0,1,1,0,1,2,0,0,1,0,0,0,1,1,3,1,1,3,0,0,1,17,0,0,1,0,1,0,0,0,1,1,1,0,0
cell_102,2,1,0,3,5,2,4,3,3,1,1,0,0,7,1,1,0,1,2,2,1,1,0,3,0,1,1,1,1,0,2,2,0,0,4,0,0,0,0,1,2,0,1,0,1,0,0,2,0,13,0,4,1,0,1,8,0,0,0,2,4,2,1,1,0,1,0,2,0,1,2,1,0,2,1,0,0,2,6,1,0,2,19,1,0,2,0,1,0,2,0,1,0,2,2,2
cell_103,2,1,0,0,0,3,1,2,4,0,2,0,0,3,1,0,0,0,5,1,4,0,0,0,0,1,1,1,0,0,0,1,1,2,1,0,0,0,0,1,0,0,0,0,3,1,0,0,1,4,0,0,0,0,0,8,0,0,0,1,0,2,6,2,0,1,0,0,0,0,1,0,0,0,0,0,5,1,2,0,1,2,4,0,1,1,0,0,0,0,0,0,1,0,0,0
cell_104,5,0,2,3,1,1,11,2,2,1,0,1,1,4,0,1,0,2,3,0,4,2,1,0,0,2,3,0,0,2,1,5,2,5,8,0,0,1,1,3,1,3,1,2,1,0,0,3,1,2,0,1,0,0,1,17,1,0,0,0,8,0,2,2,1,1,0,1,2,2,2,3,5,0,1,0,3,1,4,1,1,3,21,1,0,1,0,0,0,3,1,1,1,1,0,1
cell_105,0,2,3,1,4,2,4,2,2,0,0,0,0,4,0,0,0,1,4,2,4,0,1,4,0,2,2,0,1,0,0,1,0,1,1,1,0,0,0,0,2,0,0,1,0,2,2,0,0,5,0,1,0,0,0,6,2,0,2,1,2,0,0,1,2,1,1,0,0,3,1,0,1,0,0,1,0,1,2,0,0,1,22,0,0,0,2,3,3,2,0,0,1,1,0,0
cell_106,0,0,0,4,3,7,3,5,2,1,2,0,0,44,2,1,0,0,5,0,1,1,0,0,0,1,0,1,3,5,0,2,0,1,7,2,0,0,0,0,1,0,0,1,0,4,0,4,1,6,2,1,0,1,0,0,0,0,2,0,2,2,0,5,5,1,2,0,0,0,1,2,0,4,0,1,1,1,2,1,3,2,20,6,0,0,0,0,0,2,1,0,2,1,1,2
cell_107,6,1,3,11,4,0,14,3,15,1,1,2,0,8,0,1,1,6,7,0,9,3,1,2,0,1,2,3,0,1,0,2,3,3,5,0,0,1,1,2,1,1,2,2,0,2,1,1,1,3,1,2,4,2,0,22,0,1,1,2,2,3,3,1,1,1,0,1,0,5,5,1,0,2,1,4,5,2,9,1,2,0,20,0,0,0,1,4,2,0,0,0,0,0,0,4
cell_108,1,1,1,0,1,0,2,1,3,0,0,1,0,4,0,0,0,2,7,0,4,1,1,3,1,3,5,0,4,0,0,3,0,3,4,0,0,1,1,0,0,1,0,1,0,1,0,1,2,2,1,0,0,1,0,13,0,0,0,1,3,0,4,1,0,1,0,1,0,0,1,0,0,1,2,0,0,1,0,1,0,1,17,0,2,1,2,1,1,5,2,0,1,1,0,0
cell_109,3,1,4,1,6,2,4,8,4,1,1,0,0,7,0,2,1,0,7,0,9,3,0,3,1,1,2,0,1,1,1,4,0,2,1,1,1,4,0,4,1,0,1,1,3,0,2,2,1,9,0,5,3,1,0,17,0,0,3,1,5,2,7,2,4,3,0,0,0,5,0,4,0,2,4,0,2,1,6,0,0,3,24,1,0,2,0,5,0,0,2,0,0,4,0,3
cell_110,3,0,1,4,1,0,3,4,2,2,0,1,0,4,3,0,0,0,3,0,3,4,0,0,0,2,2,0,1,0,0,1,0,1,1,1,3,0,1,1,0,0,1,1,0,0,1,3,0,1,0,2,0,1,0,5,1,0,1,0,3,0,2,1,0,6,1,0,1,1,0,0,0,0,0,0,1,3,2,0,2,2,7,2,0,0,0,1,0,3,2,0,2,0,0,1
cell_111,6,0,2,2,4,0,5,2,4,0,2,1,1,2,1,0,0,2,4,1,5,2,0,1,1,4,1,2,2,0,0,1,0,1,4,3,3,0,1,1,1,4,0,3,0,2,1,1,0,3,0,2,3,0,0,9,0,0,1,0,2,1,3,1,0,1,1,0,1,1,2,2,0,0,1,0,2,0,3,0,0,0,10,0,1,2,0,0,0,1,0,0,1,1,0,1
cell_112,1,0,0,4,1,0,4,2,5,1,0,1,0,4,2,0,0,0,5,1,6,1,0,4,0,0,2,0,1,3,0,0,0,2,2,3,0,1,0,0,0,0,0,2,0,0,1,2,0,9,1,1,1,0,1,4,0,0,0,1,1,0,2,0,0,0,0,2,0,2,0,0,1,0,1,1,2,0,2,0,1,3,8,1,0,2,0,1,0,0,2,0,1,0,0,2
cell_113,0,1,1,8,2,3,0,2,1,3,1,0,1,69,4,0,3,1,2,0,2,1,0,2,4,0,2,0,0,7,2,2,0,0,1,1,0,0,0,0,0,1,1,0,1,5,2,6,1,10,0,2,0,2,3,0,1,2,2,0,3,2,3,1,3,4,0,0,3,4,2,2,2,2,3,0,1,2,7,0,4,1,14,2,1,0,1,0,0,2,1,0,4,1,0,3
cell_114,1,0,0,1,1,0,1,0,0,0,0,0,0,2,1,3,0,2,1,1,6,1,1,0,1,0,0,0,0,1,0,3,1,3,1,0,0,0,0,0,0,1,0,0,0,2,1,0,1,2,1,5,4,1,0,5,0,0,1,1,2,1,0,0,0,0,3,0,0,3,0,0,0,0,2,1,2,0,2,0,2,3,11,2,0,1,1,0,0,1,2,0,1,1,0,3
cell_115,2,3,1,2,0,5,6,0,1,1,0,0,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,3,0,7,1,0,0,0,0,11,0,2,1,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,12,0,0,0,0,1,0,1,0,0,1,2,1,7
cell_116,5,0,3,0,4,2,1,8,6,1,2,0,1,10,4,2,0,2,4,0,3,2,1,0,1,2,5,0,3,0,3,3,0,0,7,2,0,1,0,0,1,0,0,1,3,3,0,1,2,8,1,1,3,0,1,4,1,1,2,1,2,3,5,0,1,5,1,1,0,1,1,0,1,0,1,1,0,1,10,0,1,0,14,2,1,1,0,3,1,3,0,0,2,1,1,4
cell_117,4,3,0,0,5,6,2,3,8,1,0,0,1,6,2,0,0,2,2,0,6,2,1,1,0,0,2,0,3,3,0,2,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,1,2,10,1,0,1,0,0,19,2,0,0,2,3,0,1,0,4,1,0,0,1,0,1,1,0,2,1,0,0,0,3,0,0,3,11,0,1,0,0,2,0,2,0,0,2,1,0,2
cell_118,3,1,1,0,6,2,11,0,6,2,3,2,1,6,2,0,0,0,9,1,8,3,0,0,2,1,4,1,0,0,1,2,0,6,4,0,4,1,1,1,0,0,0,1,1,6,4,1,0,13,0,2,1,0,1,16,3,1,0,0,2,0,8,0,1,1,0,1,0,2,0,2,0,0,0,0,2,0,8,0,1,0,17,0,2,1,1,3,1,6,0,1,3,1,0,3
cell_119,0,0,1,0,0,5,2,0,4,0,0,0,0,2,7,1,0,3,4,2,7,0,0,2,1,1,0,0,1,0,0,0,1,4,3,1,2,3,1,0,3,0,1,1,1,3,2,3,0,5,0,1,7,1,0,20,1,0,2,0,1,2,3,0,1,1,1,0,1,0,2,0,1,1,3,0,0,1,1,1,1,0,23,0,0,0,0,2,0,1,0,0,1,1,0,1
