,Etv5,Ddit4,Nefl,Nanog,Ifitm1,Sox2,Sall4,Tcf7,Slc7a3,Otx2,Cldn4,Pim1,Pou5f1,Col18a1,Sgce,Tdgf1,Dnmt3b,Sparc,Tfb1m,Id3,Stat3,Nodal,Esrrb,Pim2,1190005I06Rik,Tdh,1700019D03Rik,Schip1,Galk1,Mycn,Fxyd6,Gbx2,Tspan17,Spry4,Ifitm3,Slc7a7,Upp1,Cds1,Nptx2,Sdc4,Fgfbp1,Klf6,Slc2a3,Nr5a2
cell_510,0.9647333,0.34076437,0.34076437,1.1085988,0.5944554,1.5377694,1.2343463,0.34076437,0.34076437,0.5944554,0.0,0.5944554,2.210518,0.5944554,0.0,1.5377694,1.1085988,0.7966355,0.0,0.0,0.34076437,0.0,1.9587318,0.0,0.34076437,1.9587318,0.0,0.0,0.34076437,0.34076437,0.5944554,0.0,0.5944554,0.34076437,0.0,0.0,0.5944554,0.34076437,0.34076437,0.34076437,0.34076437,0.7966355,1.5377694,0.0
cell_511,1.1521105,0.0,0.0,1.5278174,0.0,0.8933264,1.3575056,0.5432667,0.30808073,1.0310663,0.30808073,0.0,2.3046103,0.5432667,0.0,1.2600721,1.0310663,1.8002816,0.30808073,0.5432667,0.30808073,0.30808073,1.3575056,0.73353666,0.0,1.6733006,0.0,0.5432667,0.30808073,0.5432667,0.73353666,0.30808073,0.30808073,0.0,0.0,0.5432667,0.5432667,0.5432667,0.30808073,0.8933264,0.0,0.8933264,1.6032023,0.0
cell_512,1.9113787,0.0,0.39217758,1.6718125,0.8922446,2.044178,0.0,0.39217758,0.6731491,0.0,0.39217758,0.39217758,2.765452,0.8922446,0.0,1.472794,0.8922446,1.3561451,0.0,0.0,0.6731491,0.0,1.0718583,0.8922446,0.0,1.8377212,0.0,0.0,0.0,0.39217758,0.0,0.6731491,0.0,1.0718583,0.0,0.0,1.0718583,0.39217758,0.0,0.6731491,0.6731491,0.39217758,1.8377212,0.39217758
cell_513,0.8414869,0.50676143,0.50676143,1.0918295,0.0,1.0918295,1.0918295,0.50676143,0.50676143,0.0,0.50676143,0.0,2.0280256,0.50676143,0.50676143,1.8372513,0.50676143,0.50676143,0.0,0.8414869,0.8414869,0.8414869,0.50676143,0.0,0.0,2.259551,0.8414869,0.50676143,0.50676143,0.50676143,0.0,0.0,0.50676143,0.0,0.0,0.8414869,0.50676143,0.8414869,0.0,0.50676143,0.50676143,0.0,1.7262156,0.0
cell_514,0.9304478,0.0,1.0714314,0.5697484,0.7662737,1.1949724,1.1949724,0.5697484,0.5697484,0.32491362,0.0,0.0,2.5866473,0.9304478,0.7662737,0.7662737,0.32491362,1.3049155,0.0,0.0,0.0,0.32491362,1.494072,0.7662737,0.32491362,1.9108256,0.32491362,0.5697484,0.0,0.7662737,1.4039596,0.5697484,0.0,1.0714314,0.32491362,0.32491362,0.32491362,0.32491362,0.0,0.0,0.0,0.9304478,1.6530762,0.5697484
cell_515,1.2940799,0.0,0.0,1.2940799,0.563305,1.7117795,0.563305,0.32080302,0.0,0.0,0.0,0.92145187,2.3471618,0.92145187,0.0,0.7583271,1.2940799,1.4825374,0.0,0.7583271,0.563305,0.32080302,1.2940799,0.32080302,0.0,2.3826973,0.563305,0.563305,0.32080302,1.1846079,0.0,0.32080302,0.32080302,1.3927417,0.0,0.563305,0.0,0.563305,0.0,0.563305,0.0,0.7583271,1.7117795,0.7583271
cell_516,1.317296,0.7055659,0.52077293,1.317296,0.29391074,1.4853795,1.1151366,0.29391074,0.0,0.0,0.29391074,0.29391074,2.3576977,0.52077293,0.0,0.52077293,1.754974,0.52077293,0.29391074,1.4048651,0.0,0.29391074,0.8614782,0.0,0.0,1.4853795,0.29391074,0.52077293,0.52077293,0.9963288,0.52077293,0.7055659,0.0,1.4048651,0.8614782,0.9963288,0.29391074,0.29391074,0.0,1.2213162,0.0,0.7055659,1.4853795,0.52077293
cell_517,1.2850232,0.0,0.0,1.0855486,0.50300795,0.83611095,0.50300795,0.50300795,0.83611095,0.50300795,0.0,0.50300795,2.3800387,0.0,0.0,1.4512485,0.50300795,1.0855486,0.50300795,0.0,0.0,0.50300795,1.7184387,0.0,0.0,2.1797683,0.50300795,0.0,0.0,0.50300795,0.50300795,1.0855486,0.83611095,1.2850232,0.0,0.0,1.7184387,0.83611095,0.0,1.0855486,0.0,1.0855486,1.0855486,0.50300795
cell_518,0.81425965,0.0,0.0,0.9845741,0.9845741,1.5628726,1.1300591,0.35007071,0.35007071,0.0,0.35007071,0.0,2.3647015,0.9845741,0.0,1.7967495,0.81425965,1.7967495,0.60886073,0.60886073,0.0,0.60886073,1.4709442,0.60886073,0.0,2.2389376,0.35007071,0.35007071,0.81425965,0.0,0.81425965,0.35007071,0.0,0.60886073,0.60886073,0.60886073,2.0950508,0.0,0.0,0.35007071,0.60886073,0.35007071,2.6968236,0.0
cell_519,0.4297679,0.4297679,0.0,0.7293834,0.4297679,1.3041359,0.7293834,0.0,0.4297679,0.9596193,0.4297679,0.0,2.774663,0.7293834,0.4297679,2.0072484,1.6668019,1.3041359,0.0,0.4297679,0.4297679,0.0,1.4401679,0.7293834,0.7293834,2.0769022,0.4297679,0.4297679,0.0,0.4297679,0.0,1.5598916,0.4297679,0.4297679,1.1466413,0.4297679,0.4297679,0.7293834,0.0,0.4297679,0.0,0.7293834,1.5598916,0.0
cell_520,0.70686114,0.0,0.0,0.0,1.1168561,1.1168561,0.70686114,0.0,1.4067955,0.0,0.0,0.0,2.5901225,0.0,0.70686114,1.4067955,0.0,2.2214763,0.0,0.0,0.0,0.70686114,0.70686114,0.0,0.0,1.969306,0.0,0.0,1.1168561,1.1168561,0.0,0.0,1.1168561,1.1168561,0.0,1.4067955,0.70686114,0.0,0.70686114,1.1168561,0.0,0.0,1.1168561,0.0
cell_521,1.3037685,0.369625,0.0,1.3037685,0.85082394,1.5211605,0.0,0.369625,1.0255996,0.369625,0.0,0.0,2.296953,1.0255996,0.0,1.0255996,1.6996292,1.1743253,0.0,0.0,0.0,0.369625,1.4183604,0.369625,0.0,2.3409426,0.369625,0.0,0.0,0.0,0.0,0.369625,0.0,0.369625,0.369625,0.0,0.0,0.369625,0.6388935,1.6996292,1.0255996,0.369625,1.8510187,0.85082394
cell_522,0.44805083,0.0,0.44805083,0.44805083,0.0,1.6007619,0.44805083,0.44805083,0.0,0.0,1.182044,0.44805083,2.6391244,0.44805083,0.0,0.9916856,1.182044,0.75636446,0.44805083,0.0,0.0,0.9916856,1.3418959,0.0,0.75636446,1.6007619,0.44805083,0.44805083,0.0,0.0,0.44805083,0.0,0.75636446,0.0,0.44805083,0.44805083,0.9916856,0.0,0.44805083,0.75636446,0.75636446,0.75636446,1.182044,0.75636446
cell_523,0.7367782,0.0,0.0,1.035077,0.30973554,1.7439407,0.54588145,0.54588145,0.30973554,0.0,0.30973554,0.0,2.644068,0.54588145,0.30973554,1.9701983,0.8970094,0.8970094,0.54588145,0.7367782,1.035077,0.54588145,1.8054823,0.54588145,0.0,2.7186286,0.30973554,0.30973554,0.30973554,0.54588145,0.0,0.54588145,0.0,0.30973554,0.0,0.54588145,0.30973554,0.54588145,0.30973554,0.30973554,0.8970094,0.30973554,1.4510472,0.7367782
cell_524,1.1679344,0.0,0.0,0.44072676,0.0,1.4639534,0.44072676,0.0,0.44072676,0.0,0.44072676,0.0,2.3950775,0.978893,0.44072676,1.5845,1.4639534,1.4639534,1.1679344,0.44072676,0.44072676,0.0,0.978893,0.44072676,0.0,1.3268576,0.44072676,0.0,0.7455841,0.7455841,0.44072676,0.7455841,0.0,0.7455841,0.0,0.0,0.7455841,0.0,0.0,1.3268576,0.44072676,1.1679344,1.692066,0.0
cell_525,0.7333476,0.0,0.0,0.96434087,0.0,1.673005,0.96434087,0.96434087,0.96434087,0.7333476,0.7333476,0.0,2.5984917,1.1518615,0.0,0.7333476,0.7333476,1.5659323,0.7333476,0.0,0.7333476,0.43244413,1.1518615,0.0,0.43244413,2.013867,0.7333476,0.43244413,0.0,0.7333476,0.0,0.0,0.0,0.43244413,0.43244413,0.96434087,0.0,0.0,0.7333476,0.7333476,0.43244413,0.0,0.96434087,0.96434087
cell_526,0.916095,1.1784291,0.0,1.5578871,0.916095,1.1784291,1.8323075,0.0,0.916095,0.0,0.0,0.0,2.8180914,0.916095,0.559476,1.8323075,0.0,0.916095,0.559476,0.0,0.559476,1.3860497,1.9456306,0.559476,0.0,1.3860497,0.0,0.0,0.559476,0.0,0.0,0.559476,0.0,0.559476,0.559476,0.0,0.0,0.0,0.0,0.559476,0.559476,0.559476,1.5578871,1.1784291
cell_527,0.9644323,0.83231694,0.0,0.5003626,0.5003626,1.18559,1.2801771,0.83231694,0.5003626,0.68005115,0.2811555,0.68005115,2.5905468,0.68005115,0.0,0.68005115,1.2801771,1.18559,0.0,0.5003626,0.5003626,0.5003626,0.2811555,0.5003626,0.0,1.0811125,0.2811555,0.0,0.0,0.2811555,0.5003626,0.5003626,0.2811555,0.83231694,0.0,0.2811555,1.18559,0.68005115,0.0,0.68005115,0.68005115,0.9644323,2.1361964,0.5003626
cell_528,0.33685237,0.33685237,0.0,0.0,1.0994991,1.3359811,0.5883779,0.0,0.33685237,0.0,0.33685237,0.5883779,2.735611,1.0994991,0.33685237,0.95633,1.0994991,1.4360979,0.95633,0.0,0.33685237,0.5883779,1.2247143,0.0,0.33685237,2.2835765,0.0,0.33685237,0.0,0.33685237,0.0,1.3359811,0.0,0.78918296,0.0,0.33685237,0.95633,0.0,0.33685237,0.5883779,0.0,0.5883779,1.3359811,0.95633
cell_529,1.1565143,0.0,0.43483514,1.3146753,1.3146753,1.1565143,1.571312,0.73688495,0.0,0.73688495,0.0,0.0,1.8636279,0.9685511,0.0,1.944737,0.43483514,0.43483514,0.0,0.0,1.3146753,0.43483514,1.3146753,0.0,0.73688495,1.8636279,0.43483514,0.43483514,0.43483514,0.43483514,0.0,0.73688495,0.0,0.43483514,0.0,1.1565143,0.9685511,0.0,0.43483514,0.9685511,0.73688495,0.73688495,1.3146753,0.73688495
cell_530,0.9244751,0.0,0.0,1.3965144,0.9244751,0.5654686,1.1880926,0.9244751,0.5654686,0.9244751,0.0,0.0,2.1520789,0.0,0.5654686,1.1880926,1.1880926,0.5654686,0.9244751,1.5688996,0.5654686,0.0,2.2367654,0.5654686,0.5654686,2.5775132,0.5654686,0.0,0.0,0.0,0.0,0.9244751,0.0,0.5654686,0.5654686,0.0,1.5688996,0.0,0.0,0.5654686,0.0,0.0,0.5654686,1.1880926
cell_531,1.0299704,1.0299704,0.0,0.7887551,0.0,0.7887551,1.8567586,0.7887551,1.2241608,0.0,0.7887551,0.0,1.3867038,0.47020838,0.0,1.6490996,0.7887551,1.3867038,0.0,0.0,0.47020838,0.0,1.3867038,0.0,0.7887551,1.3867038,0.0,0.0,0.0,0.0,0.47020838,0.47020838,0.47020838,0.7887551,0.0,0.0,1.0299704,0.47020838,0.0,0.0,0.0,0.7887551,1.5264835,0.0
cell_532,1.1897256,0.0,0.9258923,0.56648344,0.0,1.7178184,1.1897256,0.0,0.0,0.0,0.0,0.56648344,2.635839,1.3982819,0.0,1.9595987,0.0,1.1897256,0.0,0.0,0.56648344,0.0,1.8459979,0.0,0.0,2.0616004,0.0,0.0,0.0,0.0,0.56648344,0.0,0.56648344,0.9258923,0.56648344,0.0,1.1897256,0.0,0.9258923,0.56648344,0.56648344,1.1897256,1.5707592,0.56648344
cell_533,0.96467364,0.34073657,0.34073657,0.7965826,0.5944122,1.8370159,1.1085342,0.34073657,0.96467364,0.34073657,0.34073657,0.0,1.8370159,0.96467364,0.5944122,1.1085342,0.96467364,0.7965826,0.34073657,0.0,1.234278,0.5944122,0.0,0.5944122,0.0,1.6213324,0.5944122,0.0,0.34073657,0.7965826,0.0,0.5944122,0.34073657,0.34073657,0.0,0.34073657,0.96467364,0.5944122,0.0,0.34073657,0.34073657,1.1085342,1.3459617,0.5944122
cell_534,0.83165365,1.0803368,0.83165365,1.2793294,0.49990043,0.49990043,1.4452201,0.0,1.2793294,0.0,0.49990043,0.0,2.1727822,0.0,0.0,2.0960686,0.49990043,1.5874668,0.49990043,0.0,0.0,0.83165365,1.5874668,0.0,0.0,1.9223511,0.0,0.49990043,0.0,0.49990043,0.49990043,0.49990043,0.83165365,0.49990043,0.49990043,0.0,0.49990043,0.49990043,0.49990043,0.49990043,0.0,0.83165365,1.5874668,0.0
cell_535,0.73982894,1.1603826,0.0,1.3188028,0.0,1.5757818,0.73982894,0.0,0.0,0.0,0.73982894,0.0,2.7934985,0.0,0.43682715,1.3188028,0.73982894,1.3188028,0.73982894,1.1603826,0.0,0.43682715,1.7800405,0.43682715,0.0,2.221031,0.97205293,0.73982894,0.0,0.43682715,0.0,1.4555244,0.43682715,0.0,0.0,0.73982894,0.43682715,0.0,0.43682715,0.0,0.0,0.0,0.97205293,0.73982894
cell_536,0.4976104,0.4976104,0.0,1.8177991,1.2751238,0.4976104,0.828365,0.4976104,0.0,0.4976104,0.0,0.0,2.534185,0.0,0.0,0.4976104,1.7072002,0.0,0.828365,0.828365,0.4976104,0.0,1.2751238,0.4976104,0.0,2.5840683,0.0,0.0,0.4976104,0.828365,0.4976104,0.0,0.0,0.0,0.4976104,1.2751238,0.0,0.4976104,0.0,0.0,0.4976104,0.828365,0.828365,0.4976104
cell_537,1.6010743,0.50665253,0.0,1.0916475,0.50665253,1.0916475,0.50665253,0.0,0.50665253,0.0,0.50665253,0.0,2.3883858,0.50665253,0.84133095,1.4582964,0.0,1.0916475,0.0,0.0,0.50665253,1.2916826,1.6010743,0.50665253,0.50665253,2.2593057,0.50665253,0.0,0.0,0.50665253,0.0,0.50665253,0.0,0.50665253,0.0,0.50665253,0.0,1.2916826,0.50665253,0.50665253,0.84133095,0.84133095,1.6010743,0.50665253
cell_538,1.3473959,0.9963714,0.0,0.7603185,0.0,1.8124291,1.9013292,0.0,0.0,0.0,0.45074353,0.45074353,2.3684795,0.45074353,0.0,1.4854318,0.9963714,1.1872075,0.0,1.4854318,0.45074353,0.0,1.9013292,0.45074353,0.0,2.0584407,0.45074353,0.45074353,0.0,0.9963714,0.45074353,0.0,0.0,1.1872075,0.0,0.0,0.7603185,0.0,0.45074353,0.45074353,0.45074353,0.45074353,1.9829671,0.7603185
cell_539,0.0,1.3189456,0.0,0.5216879,0.5216879,1.4871224,1.3189456,0.5216879,0.0,0.0,0.86277956,0.5216879,0.86277956,0.5216879,0.0,0.0,1.1166512,1.9690437,0.86277956,0.0,1.1166512,0.0,0.0,0.5216879,0.0,1.6310458,0.5216879,0.0,0.5216879,0.5216879,0.0,0.0,0.0,0.5216879,0.0,0.0,0.5216879,0.0,0.0,0.5216879,0.5216879,0.0,2.0603468,0.86277956
cell_540,0.41574907,0.41574907,0.0,0.41574907,0.70853376,0.93472636,0.41574907,0.41574907,1.5279108,0.70853376,0.0,0.0,2.0414245,0.41574907,0.41574907,0.70853376,1.1190755,1.2746719,0.0,0.70853376,0.41574907,0.70853376,1.1190755,0.41574907,0.41574907,1.8977039,0.41574907,0.0,0.0,0.0,0.41574907,0.0,0.41574907,1.1190755,0.0,0.41574907,0.93472636,0.70853376,0.41574907,0.70853376,0.0,0.70853376,1.5279108,0.70853376
cell_541,1.5064437,0.0,0.36383212,0.63002914,0.36383212,0.84005654,1.0135374,0.0,1.1613251,0.0,0.0,0.0,1.6842347,0.0,0.36383212,1.4040921,0.63002914,1.8351369,0.0,0.36383212,0.36383212,0.36383212,0.63002914,0.0,0.36383212,1.7625296,0.63002914,0.36383212,0.63002914,0.63002914,0.36383212,0.36383212,0.36383212,0.36383212,0.0,0.0,0.84005654,0.0,0.36383212,0.63002914,0.36383212,0.36383212,1.2900577,0.84005654
cell_542,0.96661067,0.43373263,0.0,0.96661067,0.43373263,1.8609842,1.3123871,0.0,0.43373263,0.0,0.43373263,0.0,2.2708983,0.43373263,0.0,1.3123871,0.73525435,1.8609842,0.0,0.0,0.73525435,0.73525435,1.4488083,0.0,0.0,2.641351,0.0,0.0,0.43373263,0.43373263,0.0,0.43373263,0.0,0.73525435,0.73525435,0.0,0.43373263,0.0,0.96661067,0.43373263,0.43373263,0.0,2.152005,0.43373263
cell_543,1.1752518,0.24675837,0.0,1.405746,0.44451892,1.2581282,1.2581282,0.24675837,0.60955334,0.44451892,0.24675837,0.24675837,2.0064683,0.0,0.24675837,1.96811,0.24675837,1.7505533,0.0,0.24675837,0.60955334,0.44451892,1.3346585,0.0,0.0,1.7980161,0.60955334,0.24675837,0.44451892,0.0,0.0,0.60955334,0.0,1.1752518,0.44451892,0.44451892,0.8751975,0.24675837,0.0,0.9855253,0.60955334,0.24675837,0.8751975,0.0
cell_544,1.2890961,1.9650837,0.0,0.0,0.0,0.62940913,1.0126923,1.0126923,0.0,0.62940913,0.62940913,0.0,1.5054111,1.6831543,0.62940913,2.278806,1.5054111,1.2890961,0.0,0.0,0.0,0.62940913,0.0,0.0,0.0,1.0126923,0.0,0.0,0.0,0.62940913,1.0126923,1.0126923,0.62940913,0.62940913,0.0,1.0126923,0.0,0.62940913,0.62940913,0.0,0.0,1.0126923,1.6831543,0.62940913
cell_545,1.3495628,0.88701415,0.0,1.3495628,0.0,1.9038192,0.0,0.0,0.0,0.0,0.0,0.88701415,2.519546,0.0,0.0,0.0,0.88701415,1.3495628,0.88701415,0.0,0.0,0.0,2.2583423,0.0,0.0,2.2583423,0.0,0.0,1.3495628,1.3495628,0.0,0.88701415,0.0,1.3495628,0.0,0.0,0.0,0.88701415,0.0,0.0,0.0,0.0,0.88701415,0.88701415
cell_546,0.62823343,0.0,0.3626608,1.5962179,0.3626608,1.287272,0.62823343,0.3626608,0.0,0.0,0.8378728,0.62823343,2.0787377,0.8378728,0.0,2.1825247,0.3626608,0.8378728,0.0,0.0,1.1586851,1.4011923,0.3626608,0.8378728,0.0,1.4011923,0.0,0.0,0.3626608,1.1586851,0.3626608,0.3626608,0.3626608,0.8378728,0.3626608,0.8378728,0.3626608,0.3626608,0.0,0.62823343,0.0,0.62823343,1.503452,0.8378728
cell_547,0.7736374,0.0,0.0,0.0,0.0,1.2045546,0.7736374,0.7736374,0.7736374,0.0,0.0,0.0,2.7088258,0.0,0.0,2.0801687,1.5047237,0.0,0.0,0.0,0.0,0.7736374,1.7352854,0.0,0.0,1.922522,0.0,0.0,0.0,0.7736374,0.0,0.0,0.7736374,1.2045546,0.7736374,0.0,1.2045546,0.7736374,0.7736374,0.7736374,0.0,1.2045546,0.0,0.0
cell_548,1.3415555,0.53429633,0.0,0.8806612,0.0,1.655841,0.8806612,0.0,0.0,0.0,0.53429633,1.1374296,2.1711907,0.53429633,0.0,0.8806612,1.3415555,1.3415555,0.0,0.53429633,0.53429633,0.53429633,1.3415555,0.0,0.53429633,1.9955468,0.0,0.0,0.0,0.53429633,0.53429633,0.0,0.0,0.53429633,0.53429633,1.1374296,0.53429633,0.0,0.53429633,0.53429633,0.8806612,0.53429633,0.8806612,0.0
cell_549,1.207258,0.38448685,0.0,0.66151243,0.0,1.6524482,0.38448685,0.66151243,0.38448685,0.0,0.38448685,0.0,2.1939554,0.87820715,0.38448685,1.5583305,0.66151243,1.5583305,0.38448685,0.38448685,0.0,0.66151243,1.0562062,0.38448685,0.0,2.0835464,0.0,0.38448685,0.38448685,0.0,0.0,0.66151243,0.0,0.66151243,0.0,1.0562062,0.66151243,0.0,0.87820715,0.38448685,0.0,0.66151243,0.38448685,0.66151243
cell_550,2.150327,0.0,0.817403,1.2610774,0.817403,2.5162034,1.5673304,0.0,0.817403,0.0,0.0,0.817403,2.4084654,1.2610774,0.817403,1.2610774,0.0,0.817403,0.0,0.0,0.817403,0.0,2.5162034,0.817403,0.817403,2.8587632,0.817403,0.0,0.817403,0.0,0.0,0.817403,0.0,0.0,0.817403,1.2610774,1.2610774,0.0,0.0,0.817403,0.0,0.0,1.2610774,0.0
cell_551,1.236188,0.735028,0.43357962,0.85735804,0.85735804,1.1540725,0.735028,0.43357962,0.43357962,0.735028,0.735028,0.0,2.4954169,0.59562,0.24010694,1.5102817,0.9663413,1.4484757,0.24010694,0.24010694,0.59562,0.43357962,0.735028,0.9663413,0.0,1.3825966,0.59562,0.0,0.24010694,0.85735804,0.735028,0.43357962,0.0,0.24010694,0.43357962,0.735028,0.43357962,0.59562,0.0,0.24010694,0.24010694,0.59562,0.85735804,0.24010694
cell_552,0.0,0.0,0.5704219,1.1960534,0.0,1.4051291,1.1960534,1.1960534,0.93138677,0.0,0.0,0.5704219,2.4652297,0.0,0.5704219,0.0,0.0,0.5704219,0.93138677,0.0,0.93138677,0.5704219,1.4051291,0.93138677,0.0,1.5779608,0.0,0.0,0.5704219,0.0,0.0,0.5704219,0.0,0.0,0.0,0.93138677,0.93138677,0.0,0.0,0.5704219,0.0,0.5704219,1.4051291,0.0
cell_553,0.9471787,0.3326121,0.0,0.58177555,0.58177555,1.0895821,0.3326121,0.0,0.3326121,0.78107506,0.0,0.78107506,2.3485665,0.78107506,0.0,1.4247576,1.2142115,0.78107506,0.58177555,0.9471787,0.3326121,0.58177555,1.5154473,0.0,0.0,1.8131753,0.3326121,0.3326121,0.0,0.58177555,0.0,0.3326121,0.0,0.78107506,0.0,0.58177555,0.58177555,0.3326121,0.3326121,0.3326121,0.0,0.3326121,1.5154473,0.9471787
cell_554,1.2516763,0.0,0.60544443,0.60544443,0.60544443,0.0,1.2516763,0.0,0.0,0.0,0.0,0.97987854,2.7176788,1.2516763,0.0,1.6410009,0.0,0.60544443,0.0,0.0,0.60544443,0.60544443,0.0,0.0,0.60544443,1.2516763,0.60544443,0.0,1.7904916,0.60544443,0.0,0.0,0.0,0.0,0.60544443,0.0,0.97987854,0.97987854,0.0,0.0,0.60544443,0.97987854,1.7904916,0.0
cell_555,0.79082054,0.79082054,0.0,0.47162893,0.47162893,1.2268326,0.79082054,0.0,0.0,0.79082054,0.47162893,0.0,2.4198563,0.0,0.0,0.79082054,1.3895423,1.3895423,0.0,0.79082054,0.0,0.0,0.79082054,0.0,0.47162893,1.5294453,0.47162893,0.47162893,0.47162893,0.47162893,0.47162893,0.47162893,1.0324041,0.47162893,0.0,0.47162893,0.0,0.0,0.47162893,0.47162893,0.47162893,0.79082054,1.3895423,0.0
cell_556,0.4662611,0.783009,0.0,1.5182298,1.2167189,1.023195,1.3787953,0.783009,1.023195,0.0,0.0,0.0,2.4589405,1.2167189,0.0,1.023195,1.3787953,0.783009,0.0,0.783009,0.4662611,0.783009,1.5182298,0.783009,0.0,1.5182298,0.0,0.4662611,1.2167189,1.3787953,0.4662611,0.0,0.0,0.4662611,1.023195,0.783009,0.0,0.0,1.023195,0.0,0.4662611,0.783009,1.2167189,1.023195
cell_557,0.0,0.0,0.0,0.51979566,0.0,0.51979566,0.0,0.51979566,0.51979566,0.51979566,0.0,1.1135179,2.6833258,1.8646182,0.0,1.6272982,1.6272982,0.0,0.51979566,0.0,0.51979566,0.8600877,0.0,0.0,0.0,1.4835163,0.0,0.51979566,0.8600877,0.0,0.51979566,0.0,0.0,0.0,0.0,0.51979566,0.8600877,0.51979566,0.0,0.8600877,0.0,0.8600877,0.8600877,0.51979566
cell_558,0.6257155,0.0,0.0,0.8348094,1.0076536,1.59191,1.2833613,0.3610196,0.0,0.3610196,0.0,0.0,2.7861035,0.6257155,0.0,1.1549793,0.8348094,1.0076536,0.0,0.0,0.0,0.0,1.3971208,0.3610196,0.0,1.3971208,0.0,0.3610196,0.0,0.3610196,0.0,0.8348094,0.0,0.3610196,0.3610196,0.6257155,0.8348094,0.6257155,0.3610196,0.3610196,0.6257155,1.0076536,1.8273678,1.0076536
cell_559,0.5771971,0.32967752,0.32967752,0.5771971,0.32967752,0.77544534,0.77544534,0.5771971,0.9408189,0.77544534,0.0,0.32967752,1.9807689,1.2069039,0.32967752,1.5073336,1.0826856,1.3173829,0.77544534,0.0,0.0,0.5771971,1.4168617,0.32967752,0.32967752,2.5116353,0.5771971,0.32967752,0.0,0.77544534,0.77544534,0.0,0.0,0.5771971,0.77544534,0.0,0.5771971,0.0,0.32967752,0.5771971,0.0,0.32967752,0.9408189,0.32967752
cell_560,1.0513326,0.6578986,0.38210464,1.6464039,0.87384087,1.6464039,0.87384087,0.38210464,0.6578986,0.38210464,0.0,0.6578986,2.0769987,0.38210464,0.0,1.202019,0.87384087,1.3329444,0.6578986,0.38210464,0.38210464,1.0513326,1.0513326,0.38210464,0.0,2.7360756,0.0,0.0,1.0513326,0.6578986,0.38210464,0.0,0.0,0.6578986,0.38210464,0.38210464,0.0,0.0,0.0,0.38210464,0.0,0.38210464,1.8114018,0.0
cell_561,1.7036326,0.4050108,0.9154728,0.69246566,0.0,0.9154728,0.4050108,0.69246566,0.4050108,0.69246566,0.4050108,0.9154728,2.138863,0.0,0.4050108,1.2517892,1.3852719,1.8706485,0.0,0.4050108,0.0,0.69246566,0.0,0.4050108,0.4050108,2.3966558,0.0,0.0,0.4050108,0.4050108,0.0,0.69246566,0.69246566,0.0,0.4050108,0.69246566,1.0977035,0.4050108,0.0,0.9154728,0.0,1.0977035,1.6083472,1.0977035
cell_562,0.0,0.0,0.0,0.9591773,0.0,2.0066283,0.9591773,0.0,0.5904356,0.0,0.0,0.0,2.1093607,0.5904356,0.0,0.5904356,0.9591773,0.0,0.0,0.0,0.5904356,0.5904356,1.2279793,1.4396213,0.5904356,1.8921206,0.5904356,0.0,0.9591773,0.0,0.5904356,0.9591773,0.5904356,0.5904356,0.0,0.0,0.5904356,0.0,0.5904356,0.0,0.0,1.4396213,1.2279793,0.0
cell_563,0.64546335,0.0,0.64546335,1.8627183,0.64546335,0.0,1.313888,0.64546335,1.5320127,1.0345148,0.0,0.0,2.6171174,1.0345148,0.0,0.0,0.64546335,1.313888,0.64546335,0.0,0.0,0.0,1.313888,0.0,0.0,1.8627183,0.0,0.0,0.0,0.64546335,0.0,0.0,0.0,0.64546335,0.0,0.0,1.0345148,0.0,0.64546335,0.64546335,0.64546335,0.0,1.313888,0.64546335
cell_564,0.520173,0.0,0.0,1.484236,0.0,1.1141431,1.3162137,0.520173,0.0,0.0,0.0,0.0,2.3563592,1.484236,0.0,1.1141431,1.484236,1.3162137,0.520173,0.8606247,0.0,0.0,1.7537514,0.0,0.0,2.057092,1.1141431,0.0,1.1141431,0.520173,0.0,0.8606247,0.8606247,0.8606247,0.0,1.484236,1.3162137,0.0,1.1141431,1.1141431,0.520173,1.1141431,1.9658344,0.0
cell_565,1.1928959,0.0,0.76468015,1.1928959,0.76468015,1.4917622,0.0,0.0,0.0,0.0,0.0,0.0,2.2014544,0.0,0.0,2.5243735,0.0,1.4917622,0.0,0.0,0.76468015,0.0,1.1928959,0.0,0.0,1.7215567,0.76468015,1.1928959,0.76468015,0.0,0.0,0.76468015,0.76468015,0.0,0.76468015,0.0,0.76468015,0.0,0.0,0.0,0.76468015,0.0,0.76468015,0.76468015
cell_566,1.3063157,0.0,0.51469976,1.8539653,0.51469976,0.8528277,1.473774,0.0,0.51469976,0.51469976,0.0,0.8528277,2.3441017,0.51469976,0.51469976,1.473774,1.3063157,1.6171712,0.0,0.0,0.0,0.51469976,1.8539653,0.8528277,0.0,1.473774,0.51469976,0.51469976,0.0,0.51469976,0.8528277,0.51469976,0.0,0.51469976,0.0,0.51469976,0.51469976,0.51469976,0.0,0.0,0.0,0.0,1.7425609,0.51469976
