,Etv5,Slc7a7,Col18a1,Upp1,Nanog,Htra1,Tdgf1,Klf4,Sox2,Bbs2,Cds1,Sgce,1190005I06Rik,Sparc,Sdc4,1700019D03Rik,Acot9,Ifitm2,Klf5,Aldh7a1,Esrrb,Dnmt3a,Tfb1m,Spry4,Nptx2,Fgf4,Akap12,Pigl,Sqle,Basp1,Cidea,Klf2,Tspan17,Cdca7,Dnmt3b,Fgfbp1,Ifitm3,Otx2,Tcf7,Asrgl1,Cth,Tcl1,F2rl1,Cldn4,Rbm14,Fpgs,Klf9,Mycn,Rtel1,Slc2a3,Msrb2,Stat3,Ifitm1,Pim2,Schip1,Tdh,Nodal,Fgf15,Ddit4,Morc1,Socs3,Rest,Phc1,Hexa,Galk1,Rcor2,Car13,Pim1,Bad,Klf6,Nr5a2,Fxyd6,Id3,Stoml1,Slc7a3,Egfl6,Spry2,Zfp64,Sall4,Rab12,Thumpd3,Gbx2,Pou5f1,Nes,Lefty2,Zfp7,Pla2g10,Trp53,Zap70,Gldc,Kcnk1,Stra8,Myc,Cdc42ep4,Nefl,B3gnt7
cell_163,1.6761259,0.48285022,0.0,0.48285022,1.6761259,1.0515422,1.9750348,0.0,1.0515422,0.0,0.0,0.48285022,0.0,1.4118246,0.48285022,0.0,0.48285022,0.0,0.0,1.0515422,0.48285022,0.8070892,0.48285022,1.0515422,0.0,0.48285022,1.0515422,0.0,0.48285022,1.4118246,0.48285022,0.8070892,0.0,0.0,0.48285022,1.2478218,0.48285022,0.48285022,0.8070892,0.0,0.48285022,0.48285022,0.48285022,0.48285022,1.2478218,0.0,0.8070892,0.8070892,0.0,1.4118246,0.0,0.0,1.0515422,0.48285022,0.0,1.5526819,0.0,0.0,0.48285022,0.48285022,1.7859924,0.8070892,1.6761259,0.0,0.0,0.0,0.48285022,0.0,0.0,0.0,0.8070892,0.0,0.0,0.0,0.0,0.0,0.48285022,0.48285022,0.48285022,0.0,0.8070892,0.48285022,2.2048545,0.0,0.48285022,0.8070892,0.48285022,0.8070892,0.0,0.0,0.48285022,0.8070892,0.48285022,0.8070892,0.8070892,0.48285022
cell_164,0.75711256,0.0,0.75711256,1.4807707,0.75711256,1.4807707,1.4807707,1.1830214,0.75711256,0.0,1.4807707,0.0,0.0,1.1830214,0.0,0.0,1.4807707,0.0,0.0,0.0,1.4807707,0.0,0.0,0.0,0.0,0.75711256,0.0,0.0,0.0,0.75711256,0.0,0.75711256,0.0,0.75711256,1.4807707,0.0,0.0,0.0,0.75711256,0.0,1.4807707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75711256,0.75711256,0.0,0.75711256,0.0,0.75711256,1.1830214,0.0,0.75711256,0.0,0.0,0.0,0.0,0.75711256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75711256,0.0,0.0,0.0,0.0,0.0,0.0,0.75711256,0.75711256,1.4807707,0.0,0.0,0.75711256,1.8962027,1.1830214,0.0,0.75711256,0.75711256,0.0,0.0,0.75711256,0.0,0.0,0.75711256,0.75711256,0.0,1.1830214
cell_165,1.4214714,0.0,0.0,0.0,0.7167355,0.0,1.4214714,0.7167355,0.0,1.1299412,0.0,0.0,0.0,1.6469166,0.0,0.0,0.7167355,0.0,1.1299412,1.4214714,0.7167355,0.7167355,0.0,0.7167355,0.0,1.1299412,0.0,1.1299412,0.0,0.0,0.0,1.8307698,0.7167355,1.1299412,1.1299412,0.7167355,0.0,0.0,0.7167355,0.7167355,0.0,0.0,1.1299412,0.0,0.0,0.7167355,0.0,0.7167355,0.0,1.1299412,0.7167355,0.0,0.7167355,0.0,0.0,1.9860129,1.4214714,0.0,0.0,0.0,0.7167355,0.7167355,0.7167355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1299412,0.0,0.0,0.0,0.0,0.7167355,1.6469166,0.0,0.0,0.0,2.3446515,0.7167355,0.0,0.0,0.0,1.4214714,0.7167355,0.0,0.7167355,0.7167355,0.0,0.7167355,0.0,1.1299412
cell_166,0.0,0.0,1.470121,0.0,0.0,0.0,0.98390484,0.6083735,1.2562771,0.0,0.6083735,0.0,0.0,0.6083735,0.0,0.0,0.0,0.98390484,1.7958581,0.6083735,1.2562771,0.98390484,0.6083735,0.0,0.0,0.98390484,0.6083735,0.6083735,0.0,0.6083735,0.0,0.0,0.0,0.0,1.2562771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6083735,1.6461945,0.6083735,0.0,0.0,0.0,1.7958581,0.6083735,0.0,0.0,0.0,0.0,1.2562771,1.2562771,0.0,0.0,0.0,0.98390484,0.98390484,1.6461945,0.6083735,0.6083735,0.6083735,0.0,0.0,0.6083735,0.98390484,0.0,0.6083735,0.0,0.0,0.0,0.0,0.6083735,0.98390484,1.470121,0.6083735,0.6083735,1.2562771,1.6461945,0.6083735,0.0,0.0,0.6083735,0.6083735,0.0,0.0,0.6083735,0.0,0.98390484,0.6083735,0.98390484,0.6083735
cell_167,1.2524875,0.0,0.6059606,0.34819335,0.0,0.6059606,1.5578403,1.2524875,1.6419169,0.0,0.34819335,0.0,0.6059606,1.2524875,0.34819335,0.34819335,0.6059606,0.81071603,1.4660406,0.0,1.5578403,0.6059606,0.0,1.2524875,0.0,1.1257508,1.5578403,0.6059606,0.34819335,0.0,0.0,0.6059606,0.34819335,0.81071603,0.34819335,0.34819335,0.0,0.0,0.34819335,0.0,0.6059606,0.0,0.34819335,0.0,0.0,0.6059606,0.34819335,0.34819335,0.0,0.6059606,0.0,1.1257508,0.34819335,0.0,0.0,1.7914382,0.0,0.6059606,0.6059606,0.0,0.34819335,0.0,1.6419169,0.34819335,0.0,0.9805884,0.0,0.0,0.34819335,0.6059606,0.81071603,0.34819335,0.0,0.0,0.34819335,0.34819335,1.3649539,0.0,1.1257508,0.0,0.34819335,0.9805884,2.2769213,0.0,0.34819335,0.0,0.34819335,0.81071603,0.0,0.34819335,0.34819335,0.0,0.6059606,0.34819335,0.6059606,0.81071603
cell_168,0.0,0.6636057,0.6636057,0.6636057,1.0590265,0.6636057,0.0,0.6636057,1.7420274,0.0,0.0,0.6636057,0.6636057,1.5617434,0.6636057,0.0,0.6636057,0.0,0.6636057,1.5617434,1.0590265,0.0,0.0,0.0,0.0,0.6636057,1.0590265,0.0,1.5617434,1.3416483,0.0,0.0,0.0,0.6636057,1.5617434,0.6636057,0.6636057,0.0,0.6636057,0.0,0.0,0.0,1.0590265,0.0,1.0590265,0.6636057,0.0,1.0590265,0.0,1.8947202,0.0,0.0,0.0,0.0,0.0,1.5617434,0.0,0.6636057,0.6636057,0.6636057,1.0590265,0.6636057,0.0,0.0,0.0,0.0,0.6636057,0.0,0.6636057,0.0,1.0590265,0.0,0.0,0.6636057,0.6636057,0.6636057,0.0,0.6636057,1.7420274,0.0,1.0590265,0.6636057,2.7768607,1.0590265,1.0590265,0.6636057,0.6636057,0.6636057,0.0,0.6636057,0.6636057,0.0,0.6636057,0.0,0.0,0.0
cell_169,0.73926866,0.9713867,0.0,0.0,0.73926866,0.4364479,1.4547027,1.1596467,0.9713867,0.0,0.73926866,0.4364479,0.0,0.0,0.0,0.0,0.0,1.4547027,1.8674878,1.1596467,0.9713867,1.1596467,0.4364479,0.4364479,0.9713867,1.1596467,0.9713867,0.4364479,0.73926866,1.1596467,0.4364479,1.3180177,0.0,1.3180177,0.73926866,0.4364479,0.0,0.4364479,0.0,0.4364479,1.1596467,0.0,0.0,0.0,0.4364479,0.0,0.4364479,0.4364479,0.4364479,0.0,0.0,0.73926866,0.73926866,0.4364479,0.0,2.2778032,1.1596467,0.4364479,0.0,0.4364479,1.1596467,0.9713867,1.1596467,0.73926866,0.0,1.6822447,0.73926866,0.0,0.0,1.1596467,0.9713867,0.0,0.4364479,0.4364479,0.0,0.0,0.0,0.4364479,1.3180177,0.4364479,0.0,0.4364479,2.0935442,0.0,0.4364479,0.4364479,0.73926866,0.4364479,0.4364479,0.4364479,0.0,0.4364479,0.4364479,0.73926866,0.4364479,0.9713867
cell_170,0.9313407,0.41385415,0.7057045,0.7057045,0.7057045,0.0,2.2194407,1.1153206,1.9673413,0.9313407,0.41385415,0.41385415,0.7057045,0.41385415,0.9313407,0.41385415,0.0,0.7057045,1.4050716,0.0,1.6294546,0.7057045,0.41385415,1.2706541,0.0,0.9313407,0.41385415,0.41385415,0.0,0.7057045,0.0,0.41385415,0.0,1.2706541,1.1153206,0.41385415,0.0,0.9313407,0.0,0.0,0.41385415,0.0,0.41385415,0.41385415,0.41385415,0.41385415,0.7057045,0.7057045,0.7057045,1.1153206,0.0,0.7057045,0.41385415,1.1153206,0.0,2.1013145,0.7057045,0.41385415,0.41385415,0.0,1.2706541,0.9313407,1.5235435,0.41385415,0.41385415,0.7057045,0.0,0.0,0.41385415,0.9313407,1.1153206,0.0,0.9313407,0.0,0.41385415,0.41385415,0.41385415,0.7057045,1.6294546,0.0,0.41385415,0.7057045,2.4206107,0.7057045,0.0,0.0,0.7057045,0.7057045,0.0,0.7057045,0.41385415,0.41385415,0.41385415,0.0,0.41385415,0.9313407
cell_171,0.505473,0.0,0.505473,0.0,0.505473,1.0896752,1.0896752,0.83964247,1.9344049,1.2895296,0.505473,0.505473,0.0,0.505473,0.505473,0.83964247,0.505473,0.505473,0.505473,0.0,1.7235495,0.83964247,0.505473,1.0896752,0.0,0.505473,1.7235495,0.0,0.505473,0.0,0.0,0.505473,0.0,0.505473,1.456018,0.83964247,0.0,0.0,1.0896752,0.0,0.83964247,1.2895296,0.0,0.505473,0.505473,0.0,0.83964247,0.505473,0.83964247,2.2566462,0.0,0.0,0.0,0.0,0.0,1.7235495,0.505473,0.0,0.0,0.505473,1.0896752,0.0,0.505473,0.505473,0.505473,0.505473,0.0,0.0,0.505473,0.0,0.83964247,0.0,0.0,0.0,0.0,0.505473,0.505473,0.0,0.505473,0.0,0.505473,0.83964247,2.025209,0.505473,0.505473,0.505473,0.505473,0.505473,0.0,0.0,0.505473,0.0,1.456018,0.0,0.0,0.505473
cell_172,0.0,0.0,2.0293527,0.84235644,0.84235644,0.84235644,0.84235644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84235644,0.0,0.0,0.0,0.0,0.84235644,2.1895273,0.84235644,0.84235644,0.84235644,0.0,0.84235644,1.2929897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84235644,0.0,0.0,0.0,0.0,0.84235644,0.0,0.84235644,0.0,0.84235644,0.0,0.0,1.6025131,1.6025131,0.0,0.0,0.0,0.84235644,0.0,2.0293527,0.84235644,0.0,0.0,0.0,1.2929897,0.0,0.0,0.0,0.84235644,0.0,0.0,0.84235644,0.0,0.0,0.0,0.84235644,0.84235644,1.2929897,0.0,0.0,0.0,1.2929897,0.84235644,0.0,0.0,0.0,2.1895273,0.0,0.0,0.0,0.0,0.0,0.0,1.2929897,0.0,0.84235644,0.0,0.0,0.84235644,0.0
cell_173,1.0166492,0.0,0.7774632,1.2095245,0.46245813,0.0,1.8392398,0.0,1.5102441,0.0,0.0,0.46245813,0.0,1.0166492,0.0,0.0,0.46245813,1.0166492,0.46245813,0.46245813,1.371146,0.46245813,0.46245813,0.0,0.7774632,0.0,0.0,0.46245813,0.0,0.0,0.7774632,1.0166492,0.7774632,0.46245813,1.371146,0.46245813,0.46245813,0.7774632,0.0,0.0,0.0,0.46245813,0.0,0.0,1.2095245,0.46245813,1.0166492,0.0,0.7774632,1.8392398,0.0,0.7774632,0.0,0.0,0.0,2.3425326,0.0,0.46245813,0.7774632,0.0,0.7774632,0.7774632,1.0166492,0.7774632,1.371146,0.0,0.46245813,0.46245813,0.0,0.46245813,0.0,0.0,0.46245813,0.7774632,0.0,0.0,0.0,0.7774632,1.5102441,0.0,0.0,0.46245813,2.2843792,0.46245813,0.0,0.46245813,0.46245813,0.46245813,0.46245813,0.46245813,0.7774632,0.0,0.46245813,0.46245813,0.0,0.7774632
cell_174,0.88297355,0.88297355,1.3444716,1.9989575,2.2521837,1.1401122,1.5140713,1.3444716,1.1401122,0.53593165,0.0,0.53593165,0.0,1.5140713,0.53593165,0.88297355,0.0,1.7856203,0.53593165,0.53593165,2.2521837,1.1401122,0.88297355,1.1401122,0.53593165,0.53593165,1.1401122,1.1401122,0.88297355,0.0,0.0,0.88297355,0.0,0.53593165,0.88297355,0.0,0.88297355,0.88297355,0.0,0.0,0.53593165,0.53593165,0.0,0.0,0.53593165,0.53593165,0.88297355,1.659035,0.88297355,2.2521837,0.0,0.88297355,0.53593165,0.53593165,0.0,1.7856203,0.0,0.0,0.53593165,0.53593165,0.0,0.53593165,0.88297355,1.1401122,0.88297355,0.88297355,0.0,0.0,0.0,0.53593165,0.0,0.0,0.53593165,0.0,0.0,0.0,0.0,0.53593165,1.5140713,0.88297355,0.0,0.0,1.7856203,1.3444716,0.0,0.53593165,0.0,1.1401122,0.0,1.3444716,0.0,0.0,0.53593165,0.53593165,0.0,0.88297355
cell_175,1.456512,0.2844995,0.0,0.84000844,0.68677187,0.5057286,2.1090157,0.68677187,0.84000844,0.5057286,0.5057286,0.0,0.0,1.1950359,0.5057286,0.0,0.2844995,1.1950359,1.1950359,0.84000844,0.84000844,1.1950359,0.2844995,0.2844995,0.2844995,0.5057286,0.68677187,0.0,0.68677187,0.84000844,0.2844995,0.5057286,0.68677187,1.0901028,0.84000844,0.2844995,0.5057286,0.2844995,0.5057286,0.2844995,0.0,0.5057286,0.2844995,0.5057286,0.2844995,0.2844995,0.5057286,0.2844995,0.2844995,1.8350658,0.2844995,0.84000844,0.68677187,0.2844995,0.2844995,1.934956,0.5057286,0.0,0.2844995,0.0,0.84000844,0.2844995,0.5057286,0.0,0.9728537,0.5057286,0.2844995,0.5057286,0.68677187,0.68677187,0.5057286,0.5057286,0.0,0.9728537,0.0,0.0,0.5057286,0.2844995,1.0901028,0.0,0.2844995,0.5057286,2.650694,0.2844995,0.5057286,0.0,0.0,1.5304084,0.84000844,0.84000844,0.2844995,0.0,0.5057286,0.5057286,0.0,0.84000844
cell_176,0.45054746,0.0,0.76003075,0.45054746,0.76003075,0.45054746,0.76003075,1.4850137,0.76003075,0.45054746,0.45054746,0.45054746,0.0,0.76003075,0.0,0.0,0.45054746,0.45054746,1.186832,0.76003075,1.186832,0.0,0.0,0.76003075,0.0,0.76003075,0.76003075,0.45054746,1.186832,0.76003075,0.45054746,0.76003075,0.0,0.9960305,0.0,0.0,0.0,0.0,0.45054746,0.0,0.0,0.0,0.45054746,0.76003075,0.0,0.0,0.0,0.0,0.9960305,1.7144046,0.76003075,0.0,1.346996,0.45054746,0.0,2.1937068,0.0,0.0,0.45054746,0.0,0.45054746,0.45054746,1.9008695,0.45054746,0.9960305,0.0,0.0,0.45054746,0.45054746,0.0,0.9960305,0.0,0.0,0.0,0.76003075,0.0,0.0,0.0,0.9960305,0.0,0.76003075,0.76003075,2.1281393,0.45054746,0.0,0.0,0.45054746,0.76003075,0.45054746,0.76003075,0.0,0.0,0.76003075,0.45054746,0.0,0.0
cell_177,1.872753,0.0,0.0,0.0,0.580313,0.0,0.580313,0.580313,0.580313,0.0,0.0,0.580313,0.0,0.0,0.0,0.0,0.0,0.9451484,1.4222382,0.9451484,1.4222382,0.580313,0.580313,1.2118793,0.580313,0.580313,0.580313,0.0,0.580313,1.2118793,0.9451484,1.5959449,0.0,0.580313,1.2118793,0.0,0.0,0.0,0.0,0.580313,0.0,0.580313,0.580313,0.580313,0.580313,0.0,0.580313,0.9451484,0.0,1.872753,0.0,0.580313,0.580313,1.2118793,0.0,0.580313,0.9451484,0.0,0.0,0.0,0.9451484,0.0,1.2118793,0.580313,0.9451484,0.0,0.0,0.0,0.580313,0.9451484,0.0,0.9451484,0.580313,0.580313,0.0,0.580313,0.0,0.0,0.580313,0.9451484,0.0,0.580313,2.5493643,0.580313,0.0,0.0,0.580313,0.580313,0.0,0.0,0.580313,0.0,0.9451484,0.0,0.9451484,0.580313
cell_178,0.6389185,0.8508543,0.6389185,0.8508543,0.36964136,1.4184005,0.36964136,0.6389185,1.3038071,0.0,0.36964136,0.0,0.0,2.2027514,1.521202,0.0,0.36964136,0.36964136,0.6389185,0.8508543,0.6389185,1.0256336,0.0,0.0,0.36964136,0.36964136,1.3038071,0.0,0.36964136,0.8508543,0.0,1.0256336,0.6389185,0.8508543,0.36964136,0.36964136,0.36964136,0.0,0.0,0.36964136,0.6389185,0.0,0.6389185,0.36964136,0.0,1.0256336,0.8508543,0.0,0.8508543,1.0256336,0.0,0.6389185,1.0256336,0.0,0.0,1.9189502,1.174362,0.6389185,0.36964136,0.36964136,0.36964136,0.8508543,0.6389185,0.0,0.0,0.36964136,0.36964136,0.36964136,0.36964136,0.6389185,0.0,0.0,1.0256336,0.36964136,1.174362,1.0256336,0.0,0.6389185,0.6389185,0.36964136,0.36964136,0.6389185,2.46242,1.0256336,0.36964136,0.36964136,0.0,1.0256336,0.0,0.0,0.36964136,0.36964136,0.6389185,0.36964136,0.8508543,0.8508543
cell_179,0.88477826,0.30425286,0.72601867,1.0217525,1.2496961,0.0,1.1422051,0.5372087,1.5164709,0.0,0.30425286,0.0,0.30425286,1.3467461,0.0,0.30425286,0.0,0.5372087,0.72601867,0.5372087,1.0217525,1.2496961,0.30425286,0.88477826,0.5372087,0.0,0.30425286,0.88477826,0.0,0.5372087,0.0,1.0217525,0.0,1.0217525,1.3467461,0.30425286,0.30425286,0.72601867,0.30425286,0.0,0.30425286,0.72601867,0.88477826,0.0,0.30425286,0.0,0.5372087,0.5372087,0.5372087,1.4352051,0.30425286,0.72601867,0.0,0.5372087,0.30425286,2.216926,0.0,0.30425286,0.30425286,0.0,0.5372087,1.1422051,0.5372087,0.30425286,0.72601867,0.72601867,0.30425286,0.30425286,0.5372087,0.5372087,0.30425286,0.5372087,0.0,0.5372087,0.72601867,0.5372087,0.30425286,1.0217525,1.2496961,0.30425286,0.5372087,1.0217525,2.291554,0.72601867,0.30425286,0.0,0.30425286,0.72601867,0.30425286,0.5372087,0.88477826,0.30425286,0.30425286,0.72601867,0.5372087,0.30425286
cell_180,0.88216025,0.44880897,0.61500627,0.61500627,0.44880897,0.61500627,0.24937466,0.61500627,1.2666671,0.24937466,0.61500627,0.24937466,0.0,1.543703,0.44880897,0.99300593,0.44880897,0.99300593,1.2666671,0.88216025,1.4813029,0.0,0.0,0.44880897,0.24937466,0.44880897,1.0927817,0.24937466,0.0,0.24937466,0.24937466,1.2666671,0.24937466,0.88216025,1.2666671,0.24937466,0.61500627,0.88216025,0.0,0.0,0.24937466,0.88216025,0.44880897,0.44880897,0.24937466,0.99300593,0.24937466,0.61500627,0.24937466,1.4813029,0.24937466,0.61500627,0.61500627,0.24937466,0.0,1.896788,0.61500627,0.24937466,0.44880897,0.0,0.75747824,0.61500627,0.75747824,0.24937466,0.44880897,0.44880897,0.61500627,0.0,0.61500627,0.61500627,0.44880897,0.99300593,0.24937466,0.44880897,0.24937466,0.24937466,0.24937466,0.24937466,0.88216025,1.0927817,0.75747824,0.24937466,1.9783635,0.61500627,0.44880897,0.44880897,0.0,0.61500627,0.61500627,0.44880897,0.0,0.24937466,0.24937466,0.24937466,0.0,1.0927817
cell_181,1.5121222,0.0,0.0,1.0181879,1.0181879,1.0181879,1.841267,1.841267,2.286544,0.0,0.0,0.0,0.0,1.5121222,0.0,0.0,0.0,0.0,1.0181879,0.0,1.0181879,1.0181879,0.0,1.0181879,0.0,0.0,0.0,1.0181879,0.0,0.0,0.0,1.5121222,1.0181879,0.0,0.0,0.0,0.0,0.0,1.5121222,0.0,0.0,1.841267,2.0884874,0.0,0.0,0.0,0.0,1.0181879,0.0,2.0884874,0.0,1.0181879,0.0,1.0181879,0.0,2.4517844,1.5121222,1.0181879,0.0,0.0,0.0,0.0,1.841267,0.0,0.0,1.0181879,0.0,0.0,0.0,0.0,0.0,1.0181879,0.0,0.0,1.0181879,0.0,0.0,0.0,1.841267,0.0,0.0,0.0,2.7176962,0.0,0.0,0.0,0.0,1.841267,0.0,0.0,0.0,0.0,1.0181879,0.0,0.0,1.0181879
cell_182,0.0,0.0,1.1895841,0.0,0.0,1.7176515,0.0,1.488077,1.9042375,0.0,0.0,0.7621401,0.0,0.0,0.7621401,0.7621401,0.0,0.0,0.0,0.0,0.7621401,0.7621401,0.0,0.0,0.0,0.0,1.7176515,0.7621401,0.7621401,1.1895841,0.7621401,1.9042375,0.7621401,0.0,0.7621401,0.0,0.0,0.7621401,0.0,0.0,0.0,0.0,0.0,0.7621401,0.0,0.7621401,0.0,0.7621401,0.0,0.7621401,0.7621401,1.1895841,0.7621401,0.7621401,0.0,2.061423,0.0,0.0,0.0,0.0,0.0,0.0,1.7176515,0.0,1.488077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1895841,0.0,0.0,0.0,0.0,0.7621401,0.7621401,0.0,0.7621401,1.7176515,1.1895841,0.0,0.0,0.0,0.7621401,0.0,1.1895841,0.0,0.0,0.0,0.0,0.0,0.0
cell_183,1.7491142,0.0,0.0,0.0,0.782703,0.0,1.2163223,1.5177897,2.2312648,0.0,0.0,0.0,0.0,0.782703,0.782703,0.782703,0.0,0.782703,1.2163223,0.782703,1.7491142,0.782703,0.0,1.2163223,0.0,0.782703,0.782703,0.0,0.0,0.0,0.782703,0.782703,0.782703,0.782703,0.782703,0.782703,0.782703,0.0,0.0,0.0,1.2163223,0.0,0.0,0.0,0.782703,0.0,1.5177897,0.0,0.0,2.7994678,0.0,0.0,0.0,0.782703,0.0,1.7491142,0.782703,0.0,0.782703,0.0,1.5177897,0.0,1.9368526,0.0,0.782703,0.0,0.782703,0.0,0.0,1.2163223,1.7491142,0.0,0.0,1.2163223,0.0,0.0,0.0,0.782703,1.5177897,0.0,0.0,0.0,0.782703,1.2163223,0.782703,0.0,0.782703,0.0,0.0,0.0,0.782703,0.0,1.2163223,0.0,0.0,1.9368526
cell_184,0.43452767,0.43452767,1.1559166,0.0,0.43452767,1.3140374,1.3140374,0.43452767,2.4283748,0.0,0.43452767,0.43452767,1.1559166,0.9680101,0.7364303,0.43452767,0.43452767,0.43452767,0.7364303,0.43452767,1.3140374,0.43452767,0.43452767,0.43452767,0.0,0.0,0.9680101,0.0,1.1559166,1.3140374,0.0,1.4505363,0.43452767,0.9680101,0.7364303,0.43452767,0.43452767,0.7364303,0.0,0.0,0.7364303,0.0,0.9680101,0.43452767,0.7364303,0.43452767,0.7364303,0.7364303,0.0,1.1559166,0.0,0.7364303,0.43452767,0.43452767,0.0,2.5628808,0.43452767,0.0,0.0,0.43452767,0.9680101,0.43452767,0.9680101,0.0,0.43452767,0.43452767,0.0,0.9680101,0.0,0.7364303,0.7364303,0.0,1.3140374,0.0,0.43452767,0.43452767,0.9680101,0.9680101,1.3140374,0.43452767,0.43452767,0.7364303,2.272923,0.0,0.0,0.7364303,0.43452767,1.3140374,0.0,0.9680101,0.43452767,0.43452767,0.7364303,0.43452767,0.0,0.7364303
cell_185,0.0,0.0,0.52180356,1.1168424,1.1168424,0.0,1.6312746,1.6312746,1.7570728,0.0,0.52180356,0.0,0.52180356,1.8687996,0.52180356,0.0,0.0,0.52180356,0.52180356,1.6312746,1.8687996,0.52180356,0.0,0.862944,0.0,0.52180356,0.0,0.0,0.52180356,1.1168424,0.52180356,1.319154,0.0,0.52180356,1.4873426,0.52180356,0.0,1.1168424,0.0,0.52180356,0.52180356,0.52180356,0.0,1.1168424,0.52180356,0.0,1.1168424,0.52180356,0.0,2.060595,0.862944,0.0,0.52180356,0.0,0.0,1.4873426,0.0,0.0,0.0,0.0,0.52180356,0.862944,1.319154,0.0,1.1168424,0.0,0.0,0.52180356,0.0,1.1168424,1.1168424,0.0,0.52180356,0.0,0.0,0.0,0.52180356,0.0,1.6312746,0.0,0.0,0.0,2.060595,0.862944,0.0,0.52180356,0.0,0.0,0.0,0.862944,0.0,0.0,0.862944,0.52180356,0.0,0.862944
cell_186,0.60975796,0.0,0.98580635,0.0,1.2584491,0.60975796,0.0,0.0,0.60975796,0.0,0.0,0.60975796,0.60975796,0.0,0.60975796,0.0,0.60975796,0.98580635,1.4724592,0.60975796,0.60975796,0.60975796,0.60975796,1.2584491,0.60975796,0.60975796,0.60975796,0.60975796,0.60975796,0.60975796,0.0,0.0,0.60975796,0.0,0.60975796,0.0,0.0,0.60975796,0.0,0.0,0.0,0.60975796,0.0,0.60975796,0.0,0.0,0.60975796,0.0,0.98580635,1.6486452,0.98580635,1.2584491,0.98580635,0.0,0.60975796,0.0,0.0,0.0,0.60975796,0.0,1.2584491,0.98580635,0.0,0.0,0.0,0.60975796,0.60975796,0.0,0.0,0.60975796,0.60975796,1.6486452,0.0,0.0,0.60975796,0.98580635,0.0,0.0,0.60975796,0.0,0.0,0.60975796,0.0,0.60975796,0.0,0.0,0.0,0.0,0.0,0.98580635,0.60975796,0.60975796,0.0,0.0,0.60975796,1.4724592
cell_187,0.0,0.0,1.1500499,0.0,0.8915473,1.5254586,0.0,0.5420046,0.5420046,0.5420046,0.0,0.0,0.5420046,1.670853,0.5420046,0.5420046,0.5420046,0.5420046,1.5254586,0.0,0.0,0.8915473,0.0,0.5420046,0.0,0.5420046,0.5420046,0.5420046,0.5420046,0.0,0.0,1.1500499,0.0,0.0,1.1500499,0.8915473,0.0,0.0,0.0,0.0,0.5420046,0.0,0.8915473,0.0,0.0,0.8915473,0.8915473,0.5420046,0.5420046,1.1500499,0.8915473,0.8915473,0.0,0.5420046,0.5420046,0.5420046,0.0,0.0,0.0,0.5420046,0.5420046,0.0,0.5420046,0.0,0.8915473,0.8915473,0.5420046,0.0,0.0,0.5420046,0.5420046,0.0,0.0,0.0,0.0,0.0,0.0,0.5420046,1.1500499,1.1500499,0.5420046,0.8915473,2.0115712,0.0,0.5420046,0.0,0.0,0.8915473,0.0,0.8915473,0.0,0.0,0.0,0.0,0.5420046,0.0
cell_188,0.8556407,0.6428644,0.8556407,0.8556407,1.7064929,1.1801316,2.04955,1.5277253,1.7064929,0.0,0.37222573,0.0,0.37222573,1.3098892,0.37222573,0.0,0.0,0.0,0.8556407,0.37222573,1.4247271,0.8556407,0.0,0.6428644,0.0,0.8556407,0.0,0.0,0.37222573,0.37222573,0.0,1.0309906,0.0,1.0309906,1.0309906,0.0,0.0,0.37222573,0.0,0.0,0.0,0.6428644,1.1801316,0.0,0.0,0.6428644,0.0,1.0309906,0.6428644,1.8580973,0.0,0.6428644,0.0,0.0,0.37222573,2.7651672,0.6428644,0.0,0.0,0.37222573,0.6428644,0.37222573,1.0309906,0.0,0.0,1.5277253,0.37222573,0.0,0.0,0.6428644,0.0,0.6428644,0.8556407,0.6428644,0.8556407,0.37222573,1.0309906,0.37222573,1.3098892,0.0,0.6428644,0.37222573,2.470051,0.0,0.6428644,0.37222573,0.37222573,0.37222573,0.0,0.37222573,0.6428644,0.37222573,0.6428644,0.0,0.0,0.6428644
